,pitch_type,balls,strikes,outs_when_up,inning,game_pk,on_base,prev_pitch_type,prev_plate_x,prev_plate_z,stand_R,prev_type_B,prev_type_S,prev_type_X,score_diff
35803,1,1,2,0,2,382778,0,0,-1.66,2.65,0,1,0,0,2
35804,1,1,1,0,2,382778,0,1,-1.14,4.13,0,1,0,0,2
35805,0,1,0,0,2,382778,0,1,0.25,1.59,0,0,1,0,2
35806,1,0,0,0,2,382778,0,0,-0.32,3.22,0,0,1,0,2
35787,1,0,1,0,3,382778,0,0,0.55,2.46,1,0,1,0,2
35788,0,0,0,0,3,382778,0,1,-0.3,1.61,1,0,0,1,2
35774,1,0,0,1,4,382778,1,0,1.32,0.62,0,1,0,0,5
35775,1,0,0,0,4,382778,1,1,-0.5,3.04,1,0,1,0,5
35776,1,0,2,0,4,382778,0,1,-0.31,2.9,0,0,0,1,5
35777,1,0,1,0,4,382778,0,1,-0.68,2.77,0,0,0,1,5
35778,0,0,0,0,4,382778,0,1,0.39,2.18,0,0,1,0,5
35763,1,1,1,0,5,382778,0,0,0.22,0.83,1,1,0,0,6
35764,0,1,0,0,5,382778,0,1,0.89,1.96,1,0,1,0,6
35765,1,0,0,0,5,382778,0,0,0.48,2.01,1,0,1,0,6
35738,1,3,2,1,6,382778,2,0,-0.65,1.9,0,0,0,1,5
35739,1,2,2,1,6,382778,2,1,-0.06,1.58,0,0,1,0,5
35740,1,2,2,1,6,382778,2,1,-1.46,1.91,0,1,0,0,5
35741,0,2,2,1,6,382778,2,1,0.1,2.46,0,0,1,0,5
35742,0,1,2,1,6,382778,2,0,-0.67,1.31,0,0,1,0,5
35743,1,0,2,1,6,382778,2,0,-0.47,0.1,0,1,0,0,5
35744,1,0,1,1,6,382778,2,1,-2.11,2.29,0,1,0,0,5
35745,0,0,0,1,6,382778,2,1,-0.25,2.34,0,0,1,0,5
35746,1,3,0,1,6,382778,1,0,-0.47,1.73,1,0,1,0,5
35747,1,2,0,1,6,382778,1,1,0.36,3.05,1,1,0,0,5
35748,1,1,0,1,6,382778,1,1,0.07,0.82,1,1,0,0,5
35749,1,0,0,1,6,382778,1,1,-0.01,1.29,1,1,0,0,5
35750,0,1,2,1,6,382778,0,1,1.33,2.89,0,1,0,0,5
35751,1,1,1,1,6,382778,0,0,-0.48,2.15,0,0,0,1,5
35752,0,1,0,1,6,382778,0,1,-0.46,1.63,0,0,1,0,5
35753,1,0,0,1,6,382778,0,0,0.06,2.76,0,0,1,0,5
35754,0,0,0,0,6,382778,0,1,-0.79,0.91,0,1,0,0,5
35723,1,1,0,2,7,382778,0,1,-0.35,1.96,0,0,1,0,2
35724,1,0,0,2,7,382778,0,1,-1.38,3.15,0,1,0,0,2
35725,1,0,1,1,7,382778,0,1,-0.2,3.45,0,1,0,0,2
35726,1,0,0,1,7,382778,0,1,-1.01,2.53,0,0,0,1,2
35727,0,0,2,0,7,382778,0,1,0.12,2.42,1,0,1,0,2
35728,1,0,1,0,7,382778,0,0,0.26,1.57,1,0,0,1,2
35729,1,0,0,0,7,382778,0,1,0.1,2.35,1,0,1,0,2
35709,1,1,1,1,1,382847,1,1,-0.14,4.52,1,1,0,0,0
35710,0,1,0,1,1,382847,1,1,0.38,2.08,1,0,1,0,0
35711,0,0,0,1,1,382847,1,0,0.67,1.13,1,0,1,0,0
35712,1,0,0,0,1,382847,1,0,1.04,1.27,0,1,0,0,0
35713,1,1,0,0,1,382847,0,1,-0.32,3.14,1,0,0,1,0
35714,1,0,0,0,1,382847,0,1,-0.25,2.32,1,0,0,1,0
35693,1,0,0,2,2,382847,0,1,1.02,2.53,1,1,0,0,0
35694,0,2,2,1,2,382847,0,1,0.76,1.75,0,1,0,0,0
35695,0,1,2,1,2,382847,0,0,0.38,1.51,0,0,1,0,0
35696,1,0,2,1,2,382847,0,0,0.91,-0.04,0,1,0,0,0
35697,1,0,1,1,2,382847,0,1,-1.17,4.14,0,1,0,0,0
35698,0,0,0,1,2,382847,0,1,-0.88,3.11,0,0,1,0,0
35699,0,0,1,0,2,382847,0,0,0.09,1.92,1,0,1,0,0
35700,0,0,0,0,2,382847,0,0,-0.01,2.15,1,0,0,1,0
35676,1,0,0,0,3,382847,2,1,-0.94,1.6,0,0,1,0,0
35677,1,0,1,0,3,382847,1,1,1.34,2.67,1,1,0,0,0
35678,0,0,0,0,3,382847,1,1,-0.13,2.37,1,0,0,1,0
35679,0,2,2,0,3,382847,0,0,0.47,1.57,0,0,1,0,0
35680,1,2,2,0,3,382847,0,0,-0.61,2.98,0,0,0,1,0
35681,0,1,2,0,3,382847,0,1,-0.57,2.73,0,0,1,0,0
35682,1,0,2,0,3,382847,0,0,-0.34,0.61,0,1,0,0,0
35683,1,0,1,0,3,382847,0,1,0.32,4.72,0,1,0,0,0
35684,1,0,0,0,3,382847,0,1,0.35,2.46,0,0,1,0,0
35642,1,1,2,1,5,382847,1,1,-1.69,2.37,1,1,0,0,1
35643,0,1,1,1,5,382847,1,1,-0.1,2.36,1,0,0,1,1
35644,0,1,0,1,5,382847,1,0,0.23,2.05,1,0,1,0,1
35645,1,0,0,1,5,382847,1,0,0.78,1.59,1,0,1,0,1
35646,0,1,2,1,5,382847,0,1,1.53,2.12,0,1,0,0,1
35647,0,1,2,1,5,382847,0,0,0.46,1.53,0,0,0,1,1
35648,0,1,1,1,5,382847,0,0,-0.74,2.45,0,0,1,0,1
35649,1,1,0,1,5,382847,0,0,-0.8,2.94,0,0,1,0,1
35650,0,0,0,1,5,382847,0,1,-1.08,2.38,0,0,1,0,1
35651,1,2,2,0,5,382847,0,0,-2.04,3.97,0,1,0,0,1
35652,0,2,2,0,5,382847,0,1,-1.66,2.71,0,0,0,1,1
35653,0,2,2,0,5,382847,0,0,-0.9,1.38,0,0,1,0,1
35654,1,2,2,0,5,382847,0,0,0.57,1.54,0,0,1,0,1
35655,1,2,2,0,5,382847,0,1,-1.15,2.41,0,0,1,0,1
35656,0,2,2,0,5,382847,0,1,0.32,1.28,0,0,1,0,1
35657,0,1,2,0,5,382847,0,0,-1.07,3.82,0,0,1,0,1
35658,0,1,2,0,5,382847,0,0,0.53,0.87,0,1,0,0,1
35659,1,1,2,0,5,382847,0,0,-0.11,1.27,0,0,1,0,1
35660,0,1,1,0,5,382847,0,1,-1.38,3.29,0,0,1,0,1
35661,1,1,0,0,5,382847,0,0,-0.55,2.42,0,0,1,0,1
35662,1,0,0,0,5,382847,0,1,-0.37,2.76,0,0,1,0,1
35628,1,3,2,0,6,382847,0,1,0.0,2.67,0,0,0,1,0
35629,0,2,2,0,6,382847,0,1,-1.3,2.4,0,0,1,0,0
35630,0,2,1,0,6,382847,0,0,1.13,0.71,0,1,0,0,0
35631,1,1,1,0,6,382847,0,0,0.2,2.23,0,0,1,0,0
35632,1,0,1,0,6,382847,0,1,-1.72,3.08,0,1,0,0,0
35633,0,0,0,0,6,382847,0,1,-1.7,2.94,0,1,0,0,0
35610,1,2,2,0,7,382847,1,1,0.27,2.12,0,0,1,0,2
35611,1,2,1,0,7,382847,1,1,0.01,2.71,0,0,1,0,2
35612,1,1,1,0,7,382847,1,1,0.1,2.41,0,0,1,0,2
35613,1,0,1,0,7,382847,1,1,0.97,2.46,0,1,0,0,2
35614,1,0,0,0,7,382847,1,1,-1.24,1.95,0,1,0,0,2
35615,1,3,1,0,7,382847,0,1,-0.4,2.27,0,0,1,0,2
35616,0,2,1,0,7,382847,0,1,0.95,1.63,0,1,0,0,2
35617,1,1,1,0,7,382847,0,0,-1.21,3.33,0,1,0,0,2
35618,1,0,1,0,7,382847,0,1,1.69,3.04,0,1,0,0,2
35619,0,0,0,0,7,382847,0,1,0.52,2.07,0,1,0,0,2
35599,1,1,1,0,1,382916,0,0,-0.72,0.13,0,1,0,0,0
35600,1,1,0,0,1,382916,0,1,0.21,2.53,0,0,1,0,0
35601,1,0,0,0,1,382916,0,1,-0.33,2.62,0,0,1,0,0
35569,1,0,2,1,2,382916,2,0,-2.12,3.39,0,1,0,0,2
35570,1,0,2,1,2,382916,2,1,-1.12,2.86,0,0,1,0,2
35571,0,0,1,1,2,382916,2,1,0.03,3.49,0,0,1,0,2
35572,1,0,0,1,2,382916,2,0,-0.22,1.57,0,0,1,0,2
35573,1,3,1,1,2,382916,1,1,-0.17,2.03,1,0,1,0,2
35574,1,3,0,1,2,382916,1,1,0.68,1.66,1,1,0,0,2
35575,1,2,0,1,2,382916,1,1,-0.99,2.22,1,0,1,0,2
35576,0,1,0,1,2,382916,1,1,0.85,1.87,1,1,0,0,2
35577,0,0,0,1,2,382916,1,0,-1.08,3.09,1,1,0,0,2
35578,1,2,2,0,2,382916,1,0,-0.73,3.4,0,1,0,0,2
35579,0,1,2,0,2,382916,1,1,-1.17,1.92,0,0,1,0,2
35580,1,1,2,0,2,382916,1,0,0.05,0.59,0,1,0,0,2
35581,1,1,1,0,2,382916,1,1,-0.11,2.27,0,0,1,0,2
35582,1,1,0,0,2,382916,1,1,-0.75,2.07,0,0,1,0,2
35583,0,0,0,0,2,382916,1,1,-0.78,2.45,0,0,1,0,2
35584,0,3,2,0,2,382916,0,0,-1.28,2.55,0,1,0,0,2
35585,1,3,2,0,2,382916,0,0,-1.28,3.46,0,1,0,0,2
35586,1,2,2,0,2,382916,0,1,-0.63,3.3,0,0,1,0,2
35587,1,2,1,0,2,382916,0,1,-1.83,3.45,0,1,0,0,2
35588,1,2,0,0,2,382916,0,1,-0.58,3.3,0,0,1,0,2
35589,0,1,0,0,2,382916,0,1,-0.88,2.55,0,0,1,0,2
35590,1,0,0,0,2,382916,0,0,1.59,0.15,0,1,0,0,2
35547,1,3,2,2,3,382916,0,0,0.36,1.95,1,0,1,0,2
35548,1,2,2,2,3,382916,0,1,0.74,1.45,1,1,0,0,2
35549,0,2,2,2,3,382916,0,1,1.62,0.93,1,1,0,0,2
35550,0,2,2,2,3,382916,0,0,-0.11,1.51,1,0,1,0,2
35551,0,1,2,2,3,382916,0,0,0.88,1.62,1,0,1,0,2
35552,1,1,1,2,3,382916,0,0,-1.66,0.99,1,1,0,0,2
35553,0,1,0,2,3,382916,0,1,0.6,2.11,1,0,1,0,2
35554,1,0,0,2,3,382916,0,0,-0.04,1.86,1,0,1,0,2
35555,0,2,2,1,3,382916,0,1,0.46,3.47,0,1,0,0,2
35556,1,1,2,1,3,382916,0,0,-1.83,1.89,0,0,1,0,2
35557,0,1,1,1,3,382916,0,1,-2.38,3.26,0,1,0,0,2
35558,1,1,0,1,3,382916,0,0,0.5,0.95,0,0,1,0,2
35559,1,0,0,1,3,382916,0,1,-0.55,2.05,0,0,1,0,2
35560,1,0,0,0,3,382916,0,1,1.03,2.41,0,1,0,0,2
35531,0,0,1,1,4,382916,1,0,0.91,0.94,1,1,0,0,2
35532,0,0,0,1,4,382916,1,0,-0.29,1.8,1,0,1,0,2
35533,1,0,1,1,4,382916,0,0,0.5,2.02,0,0,1,0,2
35534,0,0,0,1,4,382916,0,1,-0.34,1.91,0,0,0,1,2
35535,0,1,2,0,4,382916,0,0,0.17,2.24,0,0,1,0,2
35536,1,1,1,0,4,382916,0,0,-0.7,0.87,0,0,1,0,2
35537,0,1,0,0,4,382916,0,1,-0.8,1.57,0,0,1,0,2
35538,1,0,0,0,4,382916,0,0,-0.15,0.81,0,0,1,0,2
35509,0,1,0,2,5,382916,1,0,-0.25,2.02,0,0,1,0,1
35510,0,0,0,2,5,382916,1,0,-0.51,1.07,0,1,0,0,1
35511,0,0,0,2,5,382916,2,0,1.41,2.62,0,1,0,0,3
35512,1,0,1,2,5,382916,1,0,0.4,1.47,1,0,0,1,3
35513,1,0,0,2,5,382916,1,1,0.18,2.43,1,0,0,1,3
35514,0,0,2,2,5,382916,0,1,0.25,1.48,0,0,1,0,3
35515,0,0,1,2,5,382916,0,0,-0.51,2.19,0,0,0,1,3
35516,1,0,0,2,5,382916,0,0,1.12,1.41,0,0,1,0,3
35517,0,0,1,1,5,382916,0,1,-0.68,2.2,0,0,1,0,3
35518,1,0,0,1,5,382916,0,0,-0.34,2.39,0,0,0,1,3
35519,0,1,2,0,5,382916,0,1,0.24,2.14,0,0,1,0,3
35520,0,0,2,0,5,382916,0,0,0.62,2.79,0,0,0,1,3
35521,0,0,1,0,5,382916,0,0,-1.27,1.33,0,1,0,0,3
35522,1,0,0,0,5,382916,0,0,0.41,1.99,0,0,1,0,3
35494,0,0,2,0,6,382916,1,1,-1.17,1.27,0,1,0,0,1
35495,1,0,1,0,6,382916,1,0,0.05,0.89,0,0,1,0,1
35496,1,0,0,0,6,382916,1,1,-0.38,2.49,0,0,1,0,1
35497,0,2,1,0,6,382916,0,1,-1.04,3.38,1,0,1,0,1
35498,0,1,1,0,6,382916,0,0,-0.37,2.4,1,0,0,1,1
35499,1,1,0,0,6,382916,0,0,1.25,1.94,1,1,0,0,1
35500,1,0,0,0,6,382916,0,1,0.07,3.05,1,0,1,0,1
35376,0,1,2,0,1,413657,1,1,-0.7,3.62,1,0,1,0,0
35377,0,1,1,0,1,413657,1,0,0.07,1.91,1,0,0,1,0
35378,1,1,0,0,1,413657,1,0,0.14,2.08,1,0,1,0,0
35379,1,0,0,0,1,413657,1,1,-0.36,2.83,1,0,1,0,0
35380,1,3,2,0,1,413657,0,1,0.86,3.0,0,1,0,0,0
35381,1,3,2,0,1,413657,0,1,-1.4,3.2,0,1,0,0,0
35382,0,3,2,0,1,413657,0,1,0.0,2.78,0,0,1,0,0
35383,1,2,2,0,1,413657,0,0,-0.8,2.41,0,0,1,0,0
35384,0,1,2,0,1,413657,0,1,-1.93,4.25,0,1,0,0,0
35385,1,0,2,0,1,413657,0,0,0.36,0.24,0,1,0,0,0
35386,1,0,1,0,1,413657,0,1,-1.58,2.93,0,1,0,0,0
35387,1,0,0,0,1,413657,0,1,-0.91,2.49,0,0,1,0,0
35350,1,1,1,0,4,413657,0,1,-0.9,1.83,1,0,0,1,0
35351,0,0,1,0,4,413657,0,1,0.35,1.86,1,0,1,0,0
35352,0,0,0,0,4,413657,0,0,1.25,2.37,1,1,0,0,0
35340,1,0,1,0,5,413657,0,0,-1.02,1.9,0,0,0,1,1
35341,1,0,0,0,5,413657,0,1,1.31,2.07,0,1,0,0,1
35320,1,0,0,2,6,413657,1,0,0.29,2.71,1,1,0,0,1
35321,1,3,0,2,6,413657,0,1,-0.54,2.69,0,0,0,1,1
35322,1,2,0,2,6,413657,0,1,-1.36,3.86,0,1,0,0,1
35323,0,1,0,2,6,413657,0,1,-2.3,4.08,0,1,0,0,1
35324,1,0,0,2,6,413657,0,0,0.12,1.42,0,1,0,0,1
35325,0,2,2,1,6,413657,0,1,-1.56,3.77,1,1,0,0,1
35326,1,2,1,1,6,413657,0,0,-1.32,3.28,1,0,1,0,1
35327,0,1,1,1,6,413657,0,1,-0.85,2.72,1,0,1,0,1
35328,1,1,0,1,6,413657,0,0,-1.47,2.81,1,1,0,0,1
35329,1,0,0,1,6,413657,0,1,-0.69,2.14,1,0,1,0,1
35330,0,0,1,0,6,413657,0,1,0.66,1.31,1,1,0,0,1
35331,1,0,0,0,6,413657,0,0,0.37,3.2,1,0,0,1,1
35307,1,0,1,1,7,413657,1,0,1.52,1.27,1,1,0,0,-1
35308,0,0,0,1,7,413657,1,1,-0.32,1.75,1,0,1,0,-1
35309,1,0,0,1,7,413657,0,0,0.33,1.09,1,0,1,0,-1
35310,0,1,0,0,7,413657,0,1,-0.72,1.41,0,0,0,1,-1
35311,0,0,0,0,7,413657,0,0,-0.76,2.75,0,0,0,1,-1
35281,1,0,2,0,1,413740,1,1,-1.85,3.32,0,1,0,0,1
35282,1,0,1,0,1,413740,1,1,-0.25,3.71,0,0,0,1,1
35283,1,0,0,0,1,413740,1,1,-0.73,2.51,0,0,1,0,1
35284,1,3,2,0,1,413740,0,1,-0.1,2.35,0,0,1,0,1
35285,1,3,2,0,1,413740,0,1,-0.49,3.77,0,1,0,0,1
35286,1,3,1,0,1,413740,0,1,0.94,2.71,0,0,1,0,1
35287,1,2,1,0,1,413740,0,1,-0.12,2.28,0,0,1,0,1
35288,1,2,0,0,1,413740,0,1,1.77,2.45,0,1,0,0,1
35289,1,1,0,0,1,413740,0,1,-0.04,2.67,0,0,1,0,1
35290,1,0,0,0,1,413740,0,1,0.2,3.9,0,1,0,0,1
35266,1,3,1,1,2,413740,0,0,-0.59,1.49,0,0,0,1,1
35267,1,3,0,1,2,413740,0,1,-0.34,2.56,0,0,1,0,1
35268,1,2,0,1,2,413740,0,1,-0.88,2.72,0,0,1,0,1
35269,1,1,0,1,2,413740,0,1,1.18,2.58,0,1,0,0,1
35270,1,0,0,1,2,413740,0,1,0.76,2.51,0,1,0,0,1
35271,0,0,1,0,2,413740,0,1,0.85,2.71,1,1,0,0,1
35272,1,0,0,0,2,413740,0,0,0.1,2.39,1,0,0,1,1
35243,0,1,2,2,3,413740,0,0,0.14,1.63,0,0,0,1,1
35244,1,1,1,2,3,413740,0,0,1.81,1.07,0,1,0,0,1
35245,0,0,1,2,3,413740,0,1,-0.94,2.62,0,0,1,0,1
35246,1,0,0,2,3,413740,0,0,-1.48,1.67,0,1,0,0,1
35247,0,2,2,1,3,413740,0,1,0.13,2.57,0,0,1,0,1
35248,0,2,2,1,3,413740,0,0,1.27,0.82,0,0,1,0,1
35249,1,1,2,1,3,413740,0,0,-0.73,2.52,0,0,1,0,1
35250,0,1,1,1,3,413740,0,1,-1.62,3.31,0,1,0,0,1
35251,0,0,1,1,3,413740,0,0,-0.81,2.67,0,0,1,0,1
35252,1,0,0,1,3,413740,0,0,1.12,-0.06,0,1,0,0,1
35253,1,2,2,0,3,413740,0,1,-0.02,2.08,1,0,1,0,1
35254,1,2,1,0,3,413740,0,1,-0.17,3.23,1,0,1,0,1
35255,0,1,1,0,3,413740,0,1,0.46,2.94,1,0,1,0,1
35256,1,1,0,0,3,413740,0,0,-0.57,1.56,1,1,0,0,1
35257,1,0,0,0,3,413740,0,1,-0.05,3.1,1,0,1,0,1
35230,1,0,1,1,4,413740,0,1,-0.89,3.38,0,0,1,0,2
35231,1,0,0,1,4,413740,0,1,0.79,1.62,0,1,0,0,2
35232,1,1,1,0,4,413740,0,1,-1.12,2.92,1,0,1,0,2
35233,0,1,0,0,4,413740,0,1,0.46,1.61,1,0,0,1,2
35234,0,0,0,0,4,413740,0,0,0.14,2.01,1,0,1,0,2
35207,1,0,0,1,5,413740,2,1,-0.55,2.34,0,0,1,0,2
35208,0,1,0,1,5,413740,1,1,-0.79,2.82,0,0,1,0,2
35209,1,0,0,1,5,413740,1,0,-0.62,1.94,0,0,0,1,2
35210,1,3,2,1,5,413740,0,1,-1.18,3.36,1,1,0,0,2
35211,1,2,2,1,5,413740,0,1,-1.45,3.15,1,1,0,0,2
35212,1,2,2,1,5,413740,0,1,-1.06,3.52,1,1,0,0,2
35213,1,1,2,1,5,413740,0,1,-0.28,1.79,1,0,1,0,2
35214,1,0,2,1,5,413740,0,1,1.54,1.86,1,1,0,0,2
35215,0,0,2,1,5,413740,0,1,1.48,3.04,1,1,0,0,2
35216,1,0,1,1,5,413740,0,0,-0.29,1.76,1,0,1,0,2
35217,1,0,0,1,5,413740,0,1,0.49,2.72,1,0,1,0,2
35218,0,1,2,0,5,413740,0,1,0.68,2.94,1,0,1,0,2
35219,1,1,1,0,5,413740,0,0,0.16,1.79,1,0,0,1,2
35220,1,0,1,0,5,413740,0,1,0.48,2.35,1,0,1,0,2
35221,1,0,0,0,5,413740,0,1,0.84,3.08,1,1,0,0,2
35197,1,0,1,0,6,413740,0,1,-0.84,2.62,1,0,1,0,1
35198,1,0,0,0,6,413740,0,1,0.15,1.77,1,0,0,1,1
35180,1,0,1,1,1,413801,1,1,-1.35,3.21,0,0,1,0,0
35181,1,0,0,1,1,413801,1,1,-0.61,2.28,0,0,0,1,0
35182,0,2,2,0,1,413801,1,1,-0.85,2.18,0,0,1,0,0
35183,1,2,1,0,1,413801,1,0,-0.89,3.09,0,0,0,1,0
35184,0,1,1,0,1,413801,1,1,-0.02,2.98,0,0,1,0,0
35185,1,1,0,0,1,413801,1,0,1.69,1.17,0,1,0,0,0
35186,1,0,0,0,1,413801,1,1,-0.3,2.99,0,0,1,0,0
35187,1,0,1,0,1,413801,0,1,0.66,2.56,0,1,0,0,0
35188,1,0,0,0,1,413801,0,1,-0.23,2.39,0,0,0,1,0
35169,0,0,0,1,2,413801,0,1,,,0,0,1,0,3
35170,1,1,0,0,2,413801,0,0,-0.76,1.44,1,1,0,0,3
35171,1,0,0,0,2,413801,0,1,-0.98,2.93,1,0,0,1,3
35159,1,1,0,0,3,413801,0,1,-0.52,2.9,1,0,1,0,3
35160,1,0,0,0,3,413801,0,1,-1.1,3.27,1,1,0,0,3
35145,0,0,0,1,4,413801,0,0,0.12,2.23,0,0,1,0,2
35146,0,2,2,0,4,413801,0,0,0.39,1.8,1,0,1,0,2
35147,1,2,1,0,4,413801,0,0,-1.5,2.68,1,0,0,1,2
35148,1,2,0,0,4,413801,0,1,-1.41,3.4,1,0,1,0,2
35149,1,1,0,0,4,413801,0,1,-0.81,2.17,1,0,1,0,2
35150,0,0,0,0,4,413801,0,1,0.98,1.81,1,1,0,0,2
35134,1,1,1,0,5,413801,0,1,-0.87,3.12,0,0,1,0,3
35135,0,1,0,0,5,413801,0,1,-0.29,2.46,0,0,1,0,3
35136,1,0,0,0,5,413801,0,0,-0.37,2.32,0,0,1,0,3
35116,1,3,1,1,6,413801,0,1,-0.02,3.06,0,0,0,1,3
35117,0,2,1,1,6,413801,0,1,-0.97,2.91,0,0,1,0,3
35118,1,1,1,1,6,413801,0,0,-1.43,2.81,0,1,0,0,3
35119,0,0,1,1,6,413801,0,1,-1.26,2.86,0,1,0,0,3
35120,0,0,0,1,6,413801,0,0,-0.12,0.61,0,1,0,0,3
35121,1,1,2,0,6,413801,0,0,0.1,1.7,0,0,1,0,3
35122,1,1,2,0,6,413801,0,1,-0.38,2.33,0,0,0,1,3
35123,1,1,1,0,6,413801,0,1,0.99,2.15,0,0,1,0,3
35124,0,0,1,0,6,413801,0,1,-0.72,2.89,0,0,1,0,3
35125,1,0,0,0,6,413801,0,0,0.99,1.2,0,1,0,0,3
35104,0,2,1,0,7,413801,0,1,-0.98,4.21,0,0,1,0,3
35105,1,2,0,0,7,413801,0,0,0.53,2.24,0,0,1,0,3
35106,1,1,0,0,7,413801,0,1,-1.21,2.87,0,0,1,0,3
35107,1,0,0,0,7,413801,0,1,-1.17,3.54,0,1,0,0,3
35078,0,0,2,1,1,413884,2,0,0.4,2.08,0,0,1,0,0
35079,1,0,2,1,1,413884,2,0,1.33,-0.35,0,1,0,0,0
35080,1,0,1,1,1,413884,2,1,-0.34,3.0,0,0,1,0,0
35081,0,0,0,1,1,413884,2,1,-0.32,3.14,0,0,1,0,0
35082,1,2,2,0,1,413884,2,0,-0.38,1.81,1,0,1,0,0
35083,0,1,2,0,1,413884,2,1,-1.13,2.53,1,0,1,0,0
35084,1,0,2,0,1,413884,2,0,1.2,1.02,1,1,0,0,0
35085,1,0,1,0,1,413884,2,1,-0.35,3.82,1,1,0,0,0
35086,0,0,0,0,1,413884,2,1,0.16,1.65,1,0,1,0,0
35087,1,0,0,0,1,413884,1,0,0.32,0.75,0,0,1,0,0
35088,1,0,0,0,1,413884,0,1,0.43,2.03,0,0,0,1,0
35064,0,2,2,0,2,413884,0,1,-1.42,2.94,0,0,0,1,-1
35065,1,1,2,0,2,413884,0,0,-0.84,3.43,0,1,0,0,-1
35066,0,1,2,0,2,413884,0,1,-1.72,1.99,0,1,0,0,-1
35067,1,0,2,0,2,413884,0,0,0.29,1.87,0,0,1,0,-1
35068,1,0,1,0,2,413884,0,1,-1.61,2.5,0,1,0,0,-1
35069,1,0,0,0,2,413884,0,1,-0.38,2.41,0,0,1,0,-1
35055,1,0,0,0,3,413884,0,1,0.53,2.24,1,0,1,0,-1
35031,1,0,0,1,6,413884,0,1,-0.1,2.88,0,0,0,1,0
35032,1,1,0,0,6,413884,0,1,-0.56,2.74,1,0,1,0,0
35033,1,0,0,0,6,413884,0,1,-0.31,3.03,1,0,0,1,0
35015,1,0,0,1,7,413884,0,1,0.15,3.08,0,0,1,0,-1
35016,1,3,2,0,7,413884,0,1,-1.2,3.11,0,0,1,0,-1
35017,0,2,2,0,7,413884,0,1,-0.6,1.73,0,0,0,1,-1
35018,0,1,2,0,7,413884,0,0,0.56,0.91,0,1,0,0,-1
35019,0,1,2,0,7,413884,0,0,0.67,0.45,0,1,0,0,-1
35020,0,0,2,0,7,413884,0,0,-0.09,1.75,0,0,1,0,-1
35021,0,0,1,0,7,413884,0,0,0.34,0.37,0,1,0,0,-1
35022,1,0,0,0,7,413884,0,0,-0.34,1.8,0,0,1,0,-1
35005,1,1,0,0,1,413996,0,1,-1.1,2.38,0,0,1,0,0
35006,1,0,0,0,1,413996,0,1,-0.33,3.41,0,0,1,0,0
34994,1,2,0,0,2,413996,0,1,-1.36,3.36,1,1,0,0,0
34995,1,1,0,0,2,413996,0,1,-0.09,2.16,1,0,0,1,0
34996,0,0,0,0,2,413996,0,1,1.46,1.71,1,1,0,0,0
34975,0,0,1,2,3,413996,1,1,-1.41,3.52,0,1,0,0,0
34976,0,0,0,2,3,413996,1,0,-1.16,0.74,0,0,1,0,0
34977,0,0,1,1,3,413996,1,0,-0.03,2.8,1,0,1,0,0
34978,1,0,0,1,3,413996,1,0,-0.58,2.89,1,0,0,1,0
34979,0,0,2,0,3,413996,1,1,0.15,3.41,1,0,1,0,0
34980,1,0,1,0,3,413996,1,0,-0.35,2.14,1,0,0,1,0
34981,1,0,0,0,3,413996,1,1,-0.04,3.15,1,0,1,0,0
34982,1,2,1,0,3,413996,0,1,-0.72,2.94,1,0,1,0,0
34983,1,2,0,0,3,413996,0,1,-1.76,3.88,1,1,0,0,0
34984,0,1,0,0,3,413996,0,1,0.82,2.11,1,0,1,0,0
34985,1,0,0,0,3,413996,0,0,-0.73,1.76,1,1,0,0,0
34959,0,0,0,1,4,413996,1,0,0.46,1.93,1,0,1,0,-1
34960,1,0,0,1,4,413996,0,0,0.14,2.62,0,0,1,0,-1
34961,1,0,1,1,4,413996,0,1,-1.04,2.4,1,0,0,1,0
34962,0,0,0,1,4,413996,0,1,0.12,2.2,1,0,0,1,0
34963,0,1,2,0,4,413996,0,0,0.12,1.93,0,0,1,0,0
34964,1,1,1,0,4,413996,0,0,0.34,1.49,0,0,1,0,0
34965,1,0,1,0,4,413996,0,1,-1.03,2.61,0,0,1,0,0
34966,1,0,0,0,4,413996,0,1,0.6,4.32,0,1,0,0,0
34943,0,1,1,1,5,413996,0,1,0.28,3.35,1,1,0,0,-1
34944,1,1,0,1,5,413996,0,0,0.41,1.37,1,0,1,0,-1
34945,1,0,0,1,5,413996,0,1,-0.16,2.32,1,0,1,0,-1
34946,0,1,2,0,5,413996,0,1,-1.78,2.49,1,1,0,0,-1
34947,1,1,2,0,5,413996,0,0,0.08,2.0,1,0,0,1,-1
34948,1,0,2,0,5,413996,0,1,0.04,3.27,1,0,1,0,-1
34949,0,0,1,0,5,413996,0,1,0.71,1.46,1,1,0,0,-1
34950,1,0,0,0,5,413996,0,0,-0.73,1.89,1,0,1,0,-1
34934,1,0,0,0,6,413996,0,1,-0.71,3.12,0,0,1,0,-1
34919,0,1,1,1,7,413996,0,0,0.24,2.67,1,0,1,0,-1
34920,0,0,1,1,7,413996,0,0,1.46,1.33,1,1,0,0,-1
34921,1,0,0,1,7,413996,0,0,0.73,0.31,1,1,0,0,-1
34922,1,1,2,0,7,413996,0,1,0.02,3.04,1,0,1,0,-1
34923,0,0,2,0,7,413996,0,1,-0.75,3.72,1,0,1,0,-1
34924,1,0,1,0,7,413996,0,0,-0.4,0.69,1,1,0,0,-1
