,pitch_type,balls,strikes,outs_when_up,inning,game_pk,on_base,prev_pitch_type,prev_plate_x,prev_plate_z,stand_R,prev_type_B,prev_type_S,prev_type_X,score_diff
18252,1,0,0,1,4,234156,0,1,-1.09,2.4,0,0,1,0,-4
18253,1,0,0,0,4,234156,0,1,-1.09,3.13,0,1,0,0,-4
18242,0,1,0,0,5,234156,0,1,0.37,3.53,0,0,1,0,-3
18243,1,0,0,0,5,234156,0,0,0.19,2.05,0,0,1,0,-3
18229,0,0,0,1,6,234156,0,1,-0.34,2.74,1,0,1,0,-3
18230,1,0,2,0,6,234156,0,0,-1.08,2.18,0,1,0,0,-3
18231,1,0,2,0,6,234156,0,1,0.38,3.82,0,0,1,0,-3
18232,1,0,1,0,6,234156,0,1,-0.45,3.26,0,0,1,0,-3
18233,1,0,0,0,6,234156,0,1,0.3,2.18,0,0,1,0,-3
18203,1,1,0,1,1,234241,2,0,-0.54,1.6,0,1,0,0,0
18204,1,0,0,1,1,234241,2,1,-0.4,2.19,0,0,0,1,0
18205,1,2,2,0,1,234241,2,1,-0.27,1.68,0,1,0,0,0
18206,0,2,1,0,1,234241,2,1,-0.48,1.36,0,0,0,1,0
18207,0,1,1,0,1,234241,2,0,,,0,0,1,0,0
18208,0,0,1,0,1,234241,2,0,,,0,1,0,0,0
18209,0,0,0,0,1,234241,2,0,,,0,1,0,0,0
18210,1,0,0,0,1,234241,1,0,,,1,0,1,0,0
18211,1,1,0,0,1,234241,0,1,-2.52,3.62,0,1,0,0,0
18212,1,0,0,0,1,234241,0,1,-0.72,2.44,0,0,0,1,0
18186,1,0,0,1,2,234241,1,1,-0.88,1.97,1,0,1,0,-1
18187,1,1,2,0,2,234241,1,1,0.05,3.27,1,0,1,0,-1
18188,0,1,2,0,2,234241,1,1,-0.11,4.68,1,0,1,0,-1
18189,1,1,1,0,2,234241,1,0,-0.21,1.06,1,0,1,0,-1
18190,1,0,1,0,2,234241,1,1,-0.37,2.13,1,0,1,0,-1
18191,1,0,0,0,2,234241,1,1,-1.74,3.13,1,1,0,0,-1
18192,1,1,1,0,2,234241,0,1,-0.53,2.48,0,0,1,0,-1
18193,0,1,0,0,2,234241,0,1,-0.13,2.23,0,0,0,1,-1
18194,1,0,0,0,2,234241,0,0,-0.51,1.46,0,0,1,0,-1
18151,1,1,2,2,3,234241,2,0,-0.57,2.86,1,0,0,1,-2
18152,1,1,1,2,3,234241,2,1,0.12,2.19,1,0,1,0,-2
18153,0,1,0,2,3,234241,2,1,1.06,3.34,1,0,1,0,-2
18154,0,0,0,2,3,234241,2,0,0.52,1.78,1,0,1,0,-2
18155,1,2,1,2,3,234241,2,0,1.01,1.14,1,1,0,0,-1
18156,0,1,1,2,3,234241,2,1,0.02,2.38,1,0,0,1,-1
18157,1,1,0,2,3,234241,2,0,0.5,-0.16,1,1,0,0,-1
18158,1,0,0,2,3,234241,2,1,-0.69,3.16,1,0,1,0,-1
18159,1,1,1,2,3,234241,2,1,-0.95,1.71,0,1,0,0,0
18160,0,0,1,2,3,234241,2,1,-0.71,1.84,0,0,0,1,0
18161,1,0,0,2,3,234241,2,0,-1.1,1.05,0,1,0,0,0
18162,1,1,2,1,3,234241,2,1,-1.25,3.03,1,0,1,0,0
18163,1,0,2,1,3,234241,2,1,-1.32,2.65,1,0,1,0,0
18164,0,0,1,1,3,234241,2,1,-1.09,4.83,1,1,0,0,0
18165,1,0,0,1,3,234241,2,0,-0.67,3.08,1,0,1,0,0
18166,1,3,0,1,3,234241,1,1,-0.86,2.73,0,0,1,0,0
18167,1,2,0,1,3,234241,1,1,-1.98,2.61,0,1,0,0,0
18168,0,1,0,1,3,234241,1,1,-1.37,1.96,0,1,0,0,0
18169,0,0,0,1,3,234241,1,0,-1.5,0.88,0,1,0,0,0
18170,1,0,1,1,3,234241,0,0,-0.64,1.24,0,1,0,0,0
18171,1,0,0,1,3,234241,0,1,-0.38,1.95,0,0,0,1,0
18172,1,3,2,0,3,234241,0,1,-0.56,2.6,1,0,1,0,0
18173,1,3,1,0,3,234241,0,1,-0.89,2.24,1,0,0,1,0
18174,1,2,1,0,3,234241,0,1,-0.05,1.86,1,0,1,0,0
18175,1,2,0,0,3,234241,0,1,-0.09,1.54,1,1,0,0,0
18176,1,1,0,0,3,234241,0,1,-0.28,3.23,1,0,1,0,0
18177,0,0,0,0,3,234241,0,1,0.05,1.52,1,1,0,0,0
18129,1,0,0,1,4,234241,1,1,-0.23,2.55,0,0,1,0,-4
18130,1,3,2,1,4,234241,0,1,-1.35,2.32,0,0,1,0,-4
18131,1,3,1,1,4,234241,0,1,0.24,1.14,0,1,0,0,-4
18132,1,2,1,1,4,234241,0,1,-0.5,3.1,0,0,1,0,-4
18133,0,1,1,1,4,234241,0,1,-1.48,2.08,0,1,0,0,-4
18134,0,0,1,1,4,234241,0,0,-2.12,2.46,0,1,0,0,-4
18135,1,0,0,1,4,234241,0,0,-1.32,1.08,0,1,0,0,-4
18136,1,3,2,0,4,234241,0,1,0.16,2.02,1,0,1,0,-4
18137,1,3,2,0,4,234241,0,1,-0.09,2.64,1,0,0,1,-4
18138,1,2,2,0,4,234241,0,1,-0.43,2.84,1,0,1,0,-4
18139,1,2,1,0,4,234241,0,1,-2.57,1.56,1,1,0,0,-4
18140,1,1,1,0,4,234241,0,1,-1.25,2.35,1,0,1,0,-4
18141,1,1,0,0,4,234241,0,1,0.86,1.78,1,1,0,0,-4
18142,1,0,0,0,4,234241,0,1,0.56,2.02,1,0,1,0,-4
18119,0,0,1,0,1,234302,0,1,0.37,3.28,1,0,1,0,0
18120,1,0,0,0,1,234302,0,0,-0.32,1.4,1,0,1,0,0
18106,1,1,1,0,2,234302,1,0,1.29,1.66,0,1,0,0,0
18107,1,0,1,0,2,234302,1,1,-0.37,2.38,0,0,0,1,0
18108,1,0,0,0,2,234302,1,1,-1.37,2.46,0,1,0,0,0
18109,0,0,1,0,2,234302,0,1,-0.8,2.71,1,0,1,0,0
18110,1,0,0,0,2,234302,0,0,0.24,2.7,1,0,0,1,0
18090,0,1,2,1,3,234302,0,0,-0.9,2.76,1,0,0,1,0
18091,0,0,2,1,3,234302,0,0,,,1,0,1,0,0
18092,0,0,1,1,3,234302,0,0,,,1,1,0,0,0
18093,0,0,0,1,3,234302,0,0,,,1,0,1,0,0
18094,1,1,2,0,3,234302,0,0,,,1,0,1,0,0
18095,1,1,1,0,3,234302,0,1,0.4,2.72,1,0,1,0,0
18096,1,0,1,0,3,234302,0,1,0.3,1.59,1,0,1,0,0
18097,1,0,0,0,3,234302,0,1,1.52,2.92,1,1,0,0,0
18070,0,0,1,1,4,234302,2,0,-1.1,2.38,1,1,0,0,-1
18071,1,0,0,1,4,234302,2,0,1.05,1.35,1,1,0,0,-1
18072,1,3,0,1,4,234302,1,1,0.33,3.27,0,0,1,0,-1
18073,1,2,0,1,4,234302,1,1,-1.31,2.51,0,1,0,0,-1
18074,0,1,0,1,4,234302,1,1,-0.95,1.75,0,1,0,0,-1
18075,1,0,0,1,4,234302,1,0,-1.38,2.68,0,1,0,0,-1
18076,0,1,2,0,4,234302,1,1,-1.89,2.82,1,1,0,0,-1
18077,1,0,2,0,4,234302,1,0,-0.14,2.46,1,0,0,1,-1
18078,1,0,1,0,4,234302,1,1,1.16,4.49,1,1,0,0,-1
18079,1,0,0,0,4,234302,1,1,-0.08,3.41,1,0,1,0,-1
18080,1,1,0,0,4,234302,0,1,-0.41,2.95,1,0,1,0,-1
18081,1,0,0,0,4,234302,0,1,0.82,2.88,1,0,0,1,-1
18060,1,1,0,0,5,234302,0,0,-1.54,4.4,1,1,0,0,-1
18061,1,0,0,0,5,234302,0,1,0.71,1.72,1,0,1,0,-1
18047,1,0,0,1,6,234302,0,1,-0.3,1.83,0,0,1,0,1
18048,1,1,2,0,6,234302,0,1,-2.02,2.25,1,1,0,0,1
18049,1,1,1,0,6,234302,0,1,0.98,2.91,1,0,1,0,1
18050,1,0,1,0,6,234302,0,1,0.36,3.62,1,0,1,0,1
18051,1,0,0,0,6,234302,0,1,1.12,3.09,1,1,0,0,1
18031,1,3,1,1,1,234402,0,1,-0.53,2.2,0,0,0,1,0
18032,1,3,0,1,1,234402,0,1,-0.06,2.93,0,0,1,0,0
18033,1,2,0,1,1,234402,0,1,0.23,3.35,0,0,1,0,0
18034,1,1,0,1,1,234402,0,1,-1.23,3.16,0,1,0,0,0
18035,1,0,0,1,1,234402,0,1,-1.14,2.88,0,1,0,0,0
18036,1,1,1,0,1,234402,0,1,0.72,2.53,0,1,0,0,0
18037,1,1,0,0,1,234402,0,1,0.35,2.16,0,0,0,1,0
18038,1,0,0,0,1,234402,0,1,-0.87,2.61,0,0,1,0,0
18005,1,0,1,1,2,234402,2,0,0.03,2.91,1,0,1,0,0
18006,1,0,0,1,2,234402,2,1,-2.25,2.06,1,1,0,0,0
18007,0,2,2,0,2,234402,2,1,-0.35,3.04,1,0,1,0,0
18008,1,1,2,0,2,234402,2,0,1.28,0.31,1,0,1,0,0
18009,1,0,2,0,2,234402,2,1,-2.11,2.29,1,1,0,0,0
18010,1,0,1,0,2,234402,2,1,1.94,1.15,1,1,0,0,0
18011,1,0,0,0,2,234402,2,1,-0.45,1.68,1,0,1,0,0
18012,0,1,2,0,2,234402,1,1,-0.78,2.53,1,0,1,0,0
18013,1,0,2,0,2,234402,1,0,0.26,2.08,1,0,0,1,0
18014,1,0,1,0,2,234402,1,1,0.01,4.93,1,1,0,0,0
18015,1,0,0,0,2,234402,1,1,0.01,3.35,1,0,1,0,0
18016,1,3,2,0,2,234402,0,1,-0.94,2.38,1,0,1,0,0
18017,1,2,2,0,2,234402,0,1,0.88,2.96,1,1,0,0,0
18018,1,2,2,0,2,234402,0,1,1.36,2.11,1,1,0,0,0
18019,0,1,2,0,2,234402,0,1,0.25,1.97,1,0,1,0,0
18020,1,1,1,0,2,234402,0,0,1.1,1.3,1,1,0,0,0
18021,1,0,1,0,2,234402,0,1,0.22,2.76,1,0,1,0,0
18022,1,0,0,0,2,234402,0,1,1.04,2.41,1,1,0,0,0
17991,1,2,2,0,3,234402,0,1,-0.53,2.28,1,0,1,0,0
17992,0,1,2,0,3,234402,0,1,-0.1,1.65,1,0,1,0,0
17993,1,1,2,0,3,234402,0,0,-1.12,1.65,1,1,0,0,0
17994,1,0,2,0,3,234402,0,1,-0.06,2.51,1,0,1,0,0
17995,0,0,1,0,3,234402,0,1,1.78,2.21,1,1,0,0,0
17996,1,0,0,0,3,234402,0,0,-0.38,2.86,1,0,1,0,0
17975,1,0,2,0,4,234402,1,1,0.16,3.49,1,0,1,0,0
17976,1,0,1,0,4,234402,1,1,-0.17,4.46,1,1,0,0,0
17977,1,0,0,0,4,234402,1,1,-0.77,2.61,1,0,1,0,0
17978,1,3,1,0,4,234402,0,1,-0.75,3.15,0,0,1,0,0
17979,1,2,1,0,4,234402,0,1,-2.59,1.49,0,1,0,0,0
17980,0,1,1,0,4,234402,0,1,0.79,3.24,0,1,0,0,0
17981,1,0,1,0,4,234402,0,0,-1.89,1.49,0,1,0,0,0
17982,1,0,0,0,4,234402,0,1,-1.18,1.47,0,1,0,0,0
17945,0,1,1,2,5,234402,2,1,-0.37,2.29,0,0,0,1,0
17946,1,1,0,2,5,234402,2,0,-0.96,1.86,0,0,0,1,0
17947,0,0,0,2,5,234402,2,1,0.68,2.44,0,0,1,0,0
17948,0,1,2,2,5,234402,1,0,-0.65,0.8,0,1,0,0,0
17949,1,1,1,2,5,234402,1,0,-1.78,1.77,0,0,0,1,0
17950,0,0,1,2,5,234402,1,1,-0.87,2.67,0,0,1,0,0
17951,1,0,0,2,5,234402,1,0,-1.59,1.76,0,1,0,0,0
17952,1,3,2,2,5,234402,0,1,-0.67,3.17,1,0,1,0,0
17953,1,2,2,2,5,234402,0,1,0.13,1.01,1,1,0,0,0
17954,1,2,1,2,5,234402,0,1,1.36,1.78,1,1,0,0,0
17955,1,1,1,2,5,234402,0,1,-0.2,2.73,1,0,1,0,0
17956,1,1,0,2,5,234402,0,1,0.25,1.77,1,1,0,0,0
17957,1,0,0,2,5,234402,0,1,0.54,2.82,1,0,1,0,0
17958,0,0,2,1,5,234402,0,1,-1.05,1.84,1,1,0,0,0
17959,1,0,1,1,5,234402,0,0,-1.16,1.71,1,0,1,0,0
17960,1,0,0,1,5,234402,0,1,-0.41,2.17,1,0,1,0,0
17961,0,2,2,0,5,234402,0,1,-0.77,2.69,1,0,1,0,0
17962,0,2,2,0,5,234402,0,0,-0.11,1.57,1,0,0,1,0
17963,1,2,1,0,5,234402,0,0,1.06,1.86,1,0,1,0,0
17964,1,1,1,0,5,234402,0,1,0.81,2.88,1,0,1,0,0
17965,1,0,1,0,5,234402,0,1,-0.19,1.63,1,1,0,0,0
17966,1,0,0,0,5,234402,0,1,-2.32,2.29,1,1,0,0,0
17913,1,1,0,1,6,234524,2,1,-0.14,2.07,0,0,1,0,-4
17914,0,0,0,1,6,234524,2,1,-0.37,2.54,0,0,1,0,-4
17915,0,2,1,0,6,234524,2,0,-1.43,3.38,0,1,0,0,-4
17916,1,2,0,0,6,234524,2,0,-0.75,1.47,0,0,0,1,-4
17917,1,1,0,0,6,234524,2,1,-0.87,2.63,0,0,1,0,-4
17918,1,0,0,0,6,234524,2,1,-2.42,2.54,0,1,0,0,-4
17919,0,3,1,0,6,234524,1,1,-2.0,2.1,0,1,0,0,-4
17920,0,3,0,0,6,234524,1,0,,,0,1,0,0,-4
17921,0,2,0,0,6,234524,1,0,,,0,0,1,0,-4
17922,0,1,0,0,6,234524,1,0,,,0,1,0,0,-4
17923,0,0,0,0,6,234524,1,0,,,0,1,0,0,-4
17924,0,1,1,0,6,234524,0,0,,,0,1,0,0,-4
17925,0,1,0,0,6,234524,0,0,,,0,0,0,1,-4
17926,0,0,0,0,6,234524,0,0,,,0,0,1,0,-4
17899,1,3,2,0,7,234524,0,1,-0.18,2.46,1,0,1,0,-4
17900,1,2,2,0,7,234524,0,1,-0.89,2.83,1,0,1,0,-4
17901,1,2,1,0,7,234524,0,1,1.57,2.93,1,1,0,0,-4
17902,1,2,0,0,7,234524,0,1,-0.14,2.5,1,0,1,0,-4
17903,1,1,0,0,7,234524,0,1,-0.05,2.3,1,0,1,0,-4
17904,1,0,0,0,7,234524,0,1,1.13,2.08,1,1,0,0,-4
17888,1,0,2,1,7,234589,1,0,0.33,1.23,1,0,1,0,-3
17889,1,0,1,1,7,234589,1,1,-0.08,4.39,1,1,0,0,-3
17890,0,0,0,1,7,234589,1,1,-1.38,3.0,1,0,1,0,-3
17876,0,1,2,0,8,234589,0,1,-0.72,2.89,1,0,0,1,-3
17877,1,1,1,0,8,234589,0,0,1.38,1.56,1,1,0,0,-3
17878,0,0,1,0,8,234589,0,1,0.06,2.03,1,0,1,0,-3
17879,0,0,0,0,8,234589,0,0,1.04,2.02,1,1,0,0,-3
17853,1,0,0,1,9,234589,3,1,0.04,1.53,0,1,0,0,-2
17854,1,3,2,1,9,234589,2,1,-0.62,1.85,1,0,1,0,-2
17855,1,2,2,1,9,234589,2,1,0.63,1.31,1,1,0,0,-2
17856,1,2,1,1,9,234589,2,1,0.99,1.9,1,1,0,0,-2
17857,1,1,1,1,9,234589,2,1,-0.55,3.29,1,0,1,0,-2
17858,0,0,1,1,9,234589,2,1,-1.72,2.85,1,1,0,0,-2
17859,0,0,0,1,9,234589,2,0,-1.13,2.91,1,1,0,0,-2
17860,1,0,0,1,9,234589,1,0,-0.49,1.82,0,0,1,0,-2
17861,1,0,1,0,9,234589,1,1,-0.85,2.03,0,0,0,1,-2
17862,1,0,0,0,9,234589,1,1,0.05,3.36,0,0,0,1,-2
17863,1,3,1,0,9,234589,0,1,0.02,2.5,1,0,1,0,-2
17864,1,2,1,0,9,234589,0,1,-1.4,2.22,1,1,0,0,-2
17865,1,2,0,0,9,234589,0,1,-1.06,3.48,1,1,0,0,-2
17866,1,1,0,0,9,234589,0,1,-0.61,2.35,1,0,1,0,-2
17867,1,0,0,0,9,234589,0,1,0.7,1.15,1,1,0,0,-2
17835,1,0,0,2,8,234633,0,1,-0.64,2.63,1,0,1,0,-4
17836,0,0,0,1,8,234633,0,1,-0.56,1.24,1,1,0,0,-4
17837,0,0,0,1,8,234633,0,0,-0.09,2.32,0,0,0,1,-3
17838,0,2,2,0,8,234633,0,0,-0.04,2.37,1,0,0,1,-3
17839,0,1,2,0,8,234633,0,0,1.04,1.26,1,0,1,0,-3
17840,1,1,2,0,8,234633,0,0,1.01,1.96,1,1,0,0,-3
17841,1,1,2,0,8,234633,0,1,-0.9,2.69,1,0,1,0,-3
17842,1,1,1,0,8,234633,0,1,-0.58,2.99,1,0,1,0,-3
17843,0,1,0,0,8,234633,0,1,-0.84,2.29,1,0,1,0,-3
17844,0,0,0,0,8,234633,0,0,0.17,1.83,1,0,1,0,-3
17826,1,0,0,2,4,234704,1,1,-1.21,2.63,1,1,0,0,-4
17801,1,2,1,2,5,234704,2,0,0.9,1.31,1,1,0,0,-3
17802,1,1,1,2,5,234704,2,1,0.41,3.08,1,0,1,0,-3
17803,1,0,1,2,5,234704,2,1,-1.54,2.41,1,1,0,0,-3
17804,1,0,0,2,5,234704,2,1,1.11,2.6,1,1,0,0,-3
17805,0,1,1,2,5,234704,1,1,-0.4,2.63,1,0,1,0,-3
17806,1,1,0,2,5,234704,1,0,-2.6,4.33,1,1,0,0,-3
17807,0,0,0,2,5,234704,1,1,-0.1,2.47,1,0,1,0,-3
17808,1,0,1,0,5,234704,2,0,-1.45,2.69,1,1,0,0,-3
17809,1,0,0,0,5,234704,2,1,-0.86,2.85,1,0,0,1,-3
17810,1,1,0,0,5,234704,1,1,-1.09,3.82,1,0,1,0,-3
17811,1,0,0,0,5,234704,1,1,-1.72,3.91,1,1,0,0,-3
17812,1,3,2,0,5,234704,0,1,0.4,3.4,1,1,0,0,-3
17813,1,3,1,0,5,234704,0,1,-1.0,4.12,1,1,0,0,-3
17814,1,2,1,0,5,234704,0,1,-0.39,3.22,1,0,1,0,-3
17815,1,2,0,0,5,234704,0,1,0.53,1.58,1,1,0,0,-3
17816,1,1,0,0,5,234704,0,1,0.38,3.57,1,0,1,0,-3
17817,0,0,0,0,5,234704,0,1,-1.29,3.16,1,1,0,0,-3
17788,1,1,0,1,6,234704,0,1,-0.1,2.05,0,0,1,0,-4
17789,1,0,0,1,6,234704,0,1,0.94,2.75,0,1,0,0,-4
17790,0,0,2,0,6,234704,0,1,-0.47,1.29,1,1,0,0,-4
17791,0,0,1,0,6,234704,0,0,1.06,2.18,1,0,1,0,-4
17792,1,0,0,0,6,234704,0,0,0.84,1.47,1,0,1,0,-4
17774,1,1,0,2,6,234740,0,1,-1.15,2.1,0,1,0,0,-3
17775,1,0,0,2,6,234740,0,1,-0.9,3.13,0,1,0,0,-3
17776,1,0,0,1,6,234740,0,1,-0.44,1.3,1,1,0,0,-3
17777,0,1,1,0,6,234740,0,1,-0.66,2.87,0,0,0,1,-3
17778,0,0,1,0,6,234740,0,0,0.19,2.39,0,0,0,1,-3
17779,1,0,0,0,6,234740,0,0,0.58,0.59,0,1,0,0,-3
17762,0,0,2,0,7,234740,0,0,1.0,2.6,0,0,0,1,-3
17763,1,0,2,0,7,234740,0,0,0.42,0.52,0,1,0,0,-3
17764,0,0,1,0,7,234740,0,1,-0.04,3.3,0,0,1,0,-3
17765,1,0,0,0,7,234740,0,0,0.12,1.78,0,0,1,0,-3
17749,1,1,2,0,8,235770,0,1,0.18,0.47,1,1,0,0,5
17750,0,1,2,0,8,235770,0,1,1.25,0.77,1,1,0,0,5
17751,1,1,1,0,8,235770,0,0,0.56,0.82,1,0,1,0,5
17752,1,0,1,0,8,235770,0,1,0.84,3.19,1,0,1,0,5
17753,1,0,0,0,8,235770,0,1,1.97,1.28,1,1,0,0,5
17729,1,0,2,2,7,235800,0,1,1.63,2.33,0,0,1,0,-8
17730,1,0,2,2,7,235800,0,1,-0.39,3.96,0,0,1,0,-8
17731,0,0,1,2,7,235800,0,1,-0.35,2.08,0,0,1,0,-8
17732,1,0,0,2,7,235800,0,0,-0.83,2.55,0,0,1,0,-8
17733,0,1,2,1,7,235800,0,1,-0.17,2.19,1,0,1,0,-8
17734,0,0,2,1,7,235800,0,0,-1.09,2.0,1,0,1,0,-8
17735,1,0,2,1,7,235800,0,0,1.16,0.49,1,1,0,0,-8
17736,1,0,1,1,7,235800,0,1,0.15,2.63,1,0,1,0,-8
17737,1,0,0,1,7,235800,0,1,0.57,2.01,1,0,1,0,-8
17738,1,0,2,0,7,235800,0,1,-0.19,1.72,0,0,1,0,-8
17739,1,0,1,0,7,235800,0,1,0.4,2.33,0,0,0,1,-8
17740,1,0,0,0,7,235800,0,1,0.02,2.68,0,0,1,0,-8
17719,0,0,1,0,8,235800,0,1,0.43,2.09,0,0,0,1,-7
17720,1,0,0,0,8,235800,0,0,-0.38,3.18,0,0,1,0,-7
17691,1,0,0,1,1,235888,1,0,0.49,1.93,1,0,1,0,-2
17692,1,1,1,1,1,235888,2,1,-0.05,2.24,0,0,1,0,0
17693,1,1,0,1,1,235888,2,1,0.4,2.62,0,0,0,1,0
17694,1,0,0,1,1,235888,2,1,-0.7,1.99,0,0,1,0,0
17695,1,3,2,1,1,235888,1,1,-0.14,1.32,1,1,0,0,0
17696,1,2,2,1,1,235888,1,1,-0.4,3.37,1,0,0,1,0
17697,1,2,1,1,1,235888,1,1,-0.46,1.49,1,1,0,0,0
17698,1,2,0,1,1,235888,1,1,-0.9,2.58,1,0,1,0,0
17699,0,1,0,1,1,235888,1,1,-0.12,4.0,1,0,1,0,0
17700,0,0,0,1,1,235888,1,0,-1.28,3.5,1,1,0,0,0
17701,1,3,2,1,1,235888,0,0,-0.19,3.73,0,1,0,0,0
17702,1,3,2,1,1,235888,0,1,0.69,2.88,0,0,0,1,0
17703,0,2,2,1,1,235888,0,1,0.09,2.68,0,0,1,0,0
17704,1,2,1,1,1,235888,0,0,-1.95,3.92,0,1,0,0,0
17705,1,2,0,1,1,235888,0,1,-0.84,2.98,0,0,1,0,0
17706,1,1,0,1,1,235888,0,1,-0.52,1.87,0,0,1,0,0
17707,1,0,0,1,1,235888,0,1,-1.41,2.89,0,1,0,0,0
17708,1,1,1,0,1,235888,0,1,-1.16,2.79,1,1,0,0,0
17709,1,0,1,0,1,235888,0,1,0.62,2.82,1,0,0,1,0
17710,1,0,0,0,1,235888,0,1,1.23,2.85,1,1,0,0,0
17677,1,1,2,0,2,235888,1,0,,,1,1,0,0,-1
17678,1,1,1,0,2,235888,1,1,-0.18,2.46,1,0,1,0,-1
17679,0,0,1,0,2,235888,1,1,-0.6,3.92,1,0,1,0,-1
17680,1,0,0,0,2,235888,1,0,-0.72,3.27,1,1,0,0,-1
17681,1,1,0,0,2,235888,0,1,0.64,2.32,0,0,1,0,-1
17682,1,0,0,0,2,235888,0,1,0.34,2.88,0,0,0,1,-1
17663,1,0,0,1,3,235888,0,0,-0.71,1.96,1,0,1,0,0
17664,0,2,2,0,3,235888,0,1,0.47,2.17,0,0,1,0,0
17665,1,1,2,0,3,235888,0,0,-1.09,3.25,0,0,1,0,0
17666,1,0,2,0,3,235888,0,1,-0.95,1.41,0,1,0,0,0
17667,0,0,1,0,3,235888,0,1,0.97,3.92,0,1,0,0,0
17668,0,0,0,0,3,235888,0,0,0.76,2.68,0,0,1,0,0
17648,1,0,1,1,4,235888,0,1,2.26,2.09,1,1,0,0,1
17649,1,0,0,1,4,235888,0,1,-0.09,3.63,1,0,1,0,1
17650,1,2,2,0,4,235888,0,1,-0.03,2.68,1,0,1,0,1
17651,1,2,1,0,4,235888,0,1,0.66,2.78,1,0,1,0,1
17652,0,1,1,0,4,235888,0,1,0.86,3.75,1,0,1,0,1
17653,1,0,1,0,4,235888,0,0,-1.3,2.79,1,1,0,0,1
17654,1,0,0,0,4,235888,0,1,0.43,3.38,1,1,0,0,1
17632,0,1,1,1,5,235888,0,1,1.45,2.65,0,1,0,0,1
17633,1,1,0,1,5,235888,0,0,0.33,1.47,0,0,1,0,1
17634,1,0,0,1,5,235888,0,1,0.05,3.11,0,0,1,0,1
17635,1,2,2,0,5,235888,0,1,0.72,3.21,1,1,0,0,1
17636,1,2,1,0,5,235888,0,1,0.15,2.01,1,0,1,0,1
17637,1,2,0,0,5,235888,0,1,0.2,2.48,1,0,1,0,1
17638,1,1,0,0,5,235888,0,1,0.3,2.13,1,0,1,0,1
17639,1,0,0,0,5,235888,0,1,1.42,2.79,1,1,0,0,1
17602,1,1,1,1,1,235984,1,1,0.57,3.6,0,0,1,0,0
17603,0,0,1,1,1,235984,1,1,0.39,2.37,0,0,1,0,0
17604,1,0,0,1,1,235984,1,0,0.04,0.83,0,1,0,0,0
17605,1,3,2,1,1,235984,0,1,-0.23,2.44,1,0,1,0,0
17606,1,3,2,1,1,235984,0,1,0.26,1.16,1,1,0,0,0
17607,1,2,2,1,1,235984,0,1,0.36,2.37,1,0,1,0,0
17608,0,1,2,1,1,235984,0,1,0.72,1.39,1,1,0,0,0
17609,0,0,2,1,1,235984,0,0,1.18,2.23,1,1,0,0,0
17610,1,0,1,1,1,235984,0,0,1.22,0.77,1,1,0,0,0
17611,1,0,0,1,1,235984,0,1,-0.9,1.87,1,0,1,0,0
17612,0,1,2,0,1,235984,0,1,0.05,2.13,0,0,1,0,0
17613,1,1,2,0,1,235984,0,0,0.49,1.66,0,0,1,0,0
17614,0,0,2,0,1,235984,0,1,0.71,2.37,0,0,1,0,0
17615,0,0,1,0,1,235984,0,0,1.63,0.54,0,1,0,0,0
17616,1,0,0,0,1,235984,0,0,0.02,1.77,0,0,1,0,0
17580,0,2,2,1,2,235984,1,0,2.9,3.37,0,1,0,0,0
17581,1,2,1,1,2,235984,1,0,-1.03,2.61,0,0,0,1,0
17582,1,2,0,1,2,235984,1,1,0.27,1.64,0,0,1,0,0
17583,1,1,0,1,2,235984,1,1,-0.13,1.74,0,0,1,0,0
17584,1,0,0,1,2,235984,1,1,-1.73,1.27,0,1,0,0,0
17585,1,1,1,0,2,235984,1,1,0.79,2.66,0,1,0,0,0
17586,0,0,1,0,2,235984,1,1,-0.16,2.38,0,0,0,1,0
17587,1,0,0,0,2,235984,1,0,1.02,1.35,0,1,0,0,0
17588,1,3,2,0,2,235984,0,1,0.34,3.01,0,0,1,0,0
17589,1,3,1,0,2,235984,0,1,0.94,1.7,0,1,0,0,0
17590,1,3,0,0,2,235984,0,1,0.02,2.78,0,0,1,0,0
17591,1,2,0,0,2,235984,0,1,0.02,2.06,0,0,1,0,0
17592,1,1,0,0,2,235984,0,1,0.6,1.9,0,1,0,0,0
17593,1,0,0,0,2,235984,0,1,-0.08,0.94,0,1,0,0,0
17562,1,0,0,2,3,235984,0,1,0.78,2.35,0,0,1,0,0
17563,0,0,1,1,3,235984,0,1,0.04,1.81,1,0,1,0,0
17564,1,0,0,1,3,235984,0,0,-0.1,1.71,1,0,0,1,0
17565,0,2,2,0,3,235984,0,1,0.2,2.08,0,0,1,0,0
17566,1,2,2,0,3,235984,0,0,0.93,1.74,0,0,1,0,0
17567,0,1,2,0,3,235984,0,1,-1.09,3.5,0,0,1,0,0
17568,0,1,2,0,3,235984,0,0,-3.07,2.38,0,1,0,0,0
17569,1,1,1,0,3,235984,0,0,-0.47,1.86,0,0,1,0,0
17570,1,0,1,0,3,235984,0,1,-0.73,2.83,0,0,1,0,0
17571,0,0,0,0,3,235984,0,1,1.09,3.01,0,1,0,0,0
17549,1,0,0,0,4,235984,0,1,-0.37,2.73,0,0,1,0,-1
17550,0,2,1,0,4,235984,0,1,-0.43,1.98,0,0,1,0,0
17551,1,1,1,0,4,235984,0,0,0.13,2.48,0,0,0,1,0
17552,1,0,1,0,4,235984,0,1,1.64,1.82,0,1,0,0,0
