,pitch_type,balls,strikes,outs_when_up,inning,game_pk,on_base,prev_pitch_type,prev_plate_x,prev_plate_z,stand_R,prev_type_B,prev_type_S,prev_type_X,score_diff
7582,0,0,1,0,2,7792,0,0,,,1,0,1,0,1
7583,0,0,0,0,2,7792,0,0,,,1,1,0,0,1
7562,0,0,0,0,4,7792,0,0,,,0,0,0,1,7
7552,0,0,1,0,5,7792,0,0,,,0,0,1,0,6
7553,0,0,0,0,5,7792,0,0,,,0,0,1,0,6
7535,0,1,0,1,6,7792,0,0,,,1,1,0,0,6
7536,0,0,0,1,6,7792,0,0,,,1,1,0,0,6
7537,0,3,2,0,6,7792,0,0,,,0,1,0,0,6
7538,0,2,2,0,6,7792,0,0,,,0,0,0,1,6
7539,0,1,2,0,6,7792,0,0,,,0,1,0,0,6
7540,0,1,2,0,6,7792,0,0,,,0,1,0,0,6
7541,0,1,1,0,6,7792,0,0,,,0,0,1,0,6
7542,0,1,0,0,6,7792,0,0,,,0,0,1,0,6
7543,0,0,0,0,6,7792,0,0,,,0,0,1,0,6
7525,0,1,0,0,7,7792,0,0,,,0,1,0,0,6
7526,0,0,0,0,7,7792,0,0,,,0,0,1,0,6
7513,0,1,0,0,1,7849,1,0,,,1,0,1,0,0
7514,0,0,0,0,1,7849,1,0,,,1,0,1,0,0
7515,0,1,0,0,1,7849,0,0,,,1,1,0,0,0
7516,0,0,0,0,1,7849,0,0,,,1,0,0,1,0
7491,0,0,0,1,2,7849,1,0,,,1,0,1,0,1
7492,0,2,1,0,2,7849,2,0,,,0,1,0,0,2
7493,0,1,1,0,2,7849,2,0,,,0,0,0,1,2
7494,0,1,0,0,2,7849,2,0,,,0,1,0,0,2
7495,0,0,0,0,2,7849,2,0,,,0,0,1,0,2
7496,0,1,2,0,2,7849,1,0,,,1,1,0,0,2
7497,0,0,2,0,2,7849,1,0,,,1,0,0,1,2
7498,0,0,1,0,2,7849,1,0,,,1,1,0,0,2
7499,0,0,0,0,2,7849,1,0,,,1,0,1,0,2
7500,0,1,2,0,2,7849,0,0,,,1,0,1,0,2
7501,0,1,2,0,2,7849,0,0,,,1,0,0,1,2
7502,0,0,2,0,2,7849,0,0,,,1,0,1,0,2
7503,0,0,1,0,2,7849,0,0,,,1,1,0,0,2
7504,0,0,0,0,2,7849,0,0,,,1,0,1,0,2
7477,0,0,0,1,3,7849,0,0,,,1,1,0,0,2
7478,0,1,2,0,3,7849,0,0,,,0,0,1,0,2
7479,0,1,2,0,3,7849,0,0,,,0,0,0,1,2
7480,0,0,2,0,3,7849,0,0,,,0,0,1,0,2
7481,0,0,1,0,3,7849,0,0,,,0,1,0,0,2
7482,0,0,0,0,3,7849,0,0,,,0,0,1,0,2
7458,0,2,0,2,4,7849,0,0,,,0,1,0,0,2
7459,0,1,0,2,4,7849,0,0,,,0,0,1,0,2
7460,0,0,0,2,4,7849,0,0,,,0,1,0,0,2
7461,0,1,2,0,4,7849,1,0,,,1,1,0,0,2
7462,0,1,2,0,4,7849,1,0,,,1,0,0,1,2
7463,0,0,2,0,4,7849,1,0,,,1,0,1,0,2
7464,0,0,1,0,4,7849,1,0,,,1,1,0,0,2
7465,0,0,0,0,4,7849,1,0,,,1,0,1,0,2
7466,0,1,1,0,4,7849,0,0,,,1,0,1,0,2
7467,0,0,1,0,4,7849,0,0,,,1,0,0,1,2
7468,0,0,0,0,4,7849,0,0,,,1,1,0,0,2
7448,0,1,0,0,5,7849,0,0,,,1,0,0,1,2
7449,0,0,0,0,5,7849,0,0,,,1,0,1,0,2
7427,0,2,2,0,7,7849,0,0,,,1,0,1,0,4
7428,0,1,2,0,7,7849,0,0,,,1,0,0,1,4
7429,0,1,1,0,7,7849,0,0,,,1,1,0,0,4
7430,0,1,0,0,7,7849,0,0,,,1,0,1,0,4
7431,0,0,0,0,7,7849,0,0,,,1,0,1,0,4
7411,0,0,0,1,8,7849,2,0,,,1,1,0,0,4
7412,0,0,2,0,8,7849,2,0,,,1,0,1,0,4
7413,0,0,1,0,8,7849,2,0,,,1,0,0,1,4
7414,0,0,0,0,8,7849,2,0,,,1,0,1,0,4
7415,0,1,0,0,8,7849,1,0,,,0,0,1,0,4
7416,0,0,0,0,8,7849,1,0,,,0,0,0,1,4
7417,0,1,0,0,8,7849,0,0,,,0,1,0,0,4
7418,0,0,0,0,8,7849,0,0,,,0,0,0,1,4
7395,0,1,1,1,1,7918,1,0,,,0,0,0,1,0
7396,0,1,0,1,1,7918,1,0,,,0,1,0,0,0
7397,0,0,0,1,1,7918,1,0,,,0,0,1,0,0
7398,0,0,0,1,1,7918,0,0,,,0,1,0,0,0
7399,0,0,2,0,1,7918,0,0,,,1,0,0,1,0
7400,0,0,2,0,1,7918,0,0,,,1,0,1,0,0
7401,0,0,1,0,1,7918,0,0,,,1,0,1,0,0
7402,0,0,0,0,1,7918,0,0,,,1,0,1,0,0
7381,0,1,2,0,2,7918,0,0,,,0,0,1,0,0
7382,0,1,2,0,2,7918,0,0,,,0,0,1,0,0
7383,0,1,2,0,2,7918,0,0,,,0,0,1,0,0
7384,0,0,2,0,2,7918,0,0,,,0,0,1,0,0
7385,0,0,1,0,2,7918,0,0,,,0,1,0,0,0
7386,0,0,0,0,2,7918,0,0,,,0,0,1,0,0
7370,0,0,2,0,3,7918,0,0,,,0,0,1,0,1
7371,0,0,1,0,3,7918,0,0,,,0,0,0,1,1
7372,0,0,0,0,3,7918,0,0,,,0,0,1,0,1
7356,0,1,0,1,4,7918,0,0,,,0,1,0,0,6
7357,0,0,0,1,4,7918,0,0,,,0,0,1,0,6
7358,0,2,1,0,4,7918,0,0,,,0,1,0,0,6
7359,0,1,1,0,4,7918,0,0,,,0,0,0,1,6
7360,0,1,0,0,4,7918,0,0,,,0,1,0,0,6
7361,0,0,0,0,4,7918,0,0,,,0,0,1,0,6
7340,0,0,0,1,5,7918,2,0,,,0,0,1,0,7
7341,0,0,0,0,5,7918,2,0,,,0,0,0,1,7
7342,0,3,1,0,5,7918,1,0,,,1,0,0,1,7
7343,0,2,1,0,5,7918,1,0,,,1,0,0,1,7
7344,0,1,1,0,5,7918,1,0,,,1,1,0,0,7
7345,0,0,1,0,5,7918,1,0,,,1,1,0,0,7
7346,0,0,0,0,5,7918,1,0,,,1,1,0,0,7
7347,0,0,0,0,5,7918,0,0,,,0,0,1,0,7
7325,0,1,2,1,6,7918,1,0,,,0,0,1,0,7
7326,0,1,1,1,6,7918,1,0,,,0,1,0,0,7
7327,0,1,0,1,6,7918,1,0,,,0,0,1,0,7
7328,0,0,0,1,6,7918,1,0,,,0,0,1,0,7
7329,0,0,0,1,6,7918,0,0,,,0,1,0,0,7
7330,0,0,1,0,6,7918,0,0,,,1,0,0,1,7
7331,0,0,0,0,6,7918,0,0,,,1,0,0,1,7
7314,0,1,1,0,1,7972,0,0,,,0,1,0,0,0
7315,0,0,1,0,1,7972,0,0,,,0,0,0,1,0
7316,0,0,0,0,1,7972,0,0,,,0,1,0,0,0
7305,0,0,0,0,2,7972,0,0,,,1,1,0,0,-1
7278,0,1,0,1,4,7972,1,0,,,0,0,1,0,1
7279,0,0,0,1,4,7972,1,0,,,0,1,0,0,1
7280,0,1,2,0,4,7972,1,0,,,1,1,0,0,1
7281,0,1,2,0,4,7972,1,0,,,1,0,0,1,1
7282,0,0,2,0,4,7972,1,0,,,1,0,1,0,1
7283,0,0,1,0,4,7972,1,0,,,1,1,0,0,1
7284,0,0,0,0,4,7972,1,0,,,1,0,1,0,1
7285,0,2,2,0,4,7972,0,0,,,0,0,1,0,1
7286,0,2,2,0,4,7972,0,0,,,0,0,0,1,1
7287,0,2,1,0,4,7972,0,0,,,0,0,1,0,1
7288,0,1,1,0,4,7972,0,0,,,0,0,1,0,1
7289,0,0,1,0,4,7972,0,0,,,0,1,0,0,1
7290,0,0,0,0,4,7972,0,0,,,0,1,0,0,1
7266,0,0,0,2,5,7972,0,0,,,0,0,1,0,0
7267,0,0,1,1,5,7972,0,0,,,1,0,1,0,0
7268,0,0,0,1,5,7972,0,0,,,1,0,0,1,0
7269,0,0,0,0,5,7972,0,0,,,1,0,1,0,0
7255,0,0,2,0,6,7972,0,0,,,0,0,1,0,0
7256,0,0,1,0,6,7972,0,0,,,0,1,0,0,0
7257,0,0,0,0,6,7972,0,0,,,0,0,1,0,0
7242,0,0,0,0,7,7972,1,0,,,1,0,1,0,2
7243,0,1,2,0,7,7972,0,0,,,1,0,0,1,2
7244,0,1,1,0,7,7972,0,0,,,1,0,0,1,2
7245,0,0,1,0,7,7972,0,0,,,1,0,1,0,2
7246,0,0,0,0,7,7972,0,0,,,1,1,0,0,2
7232,0,0,0,1,8,7972,0,0,,,0,0,1,0,0
7233,0,0,0,0,8,7972,0,0,,,0,1,0,0,0
7203,0,0,0,2,3,8036,0,0,,,1,0,0,1,0
7204,0,1,2,1,3,8036,0,0,,,0,0,1,0,0
7205,0,1,1,1,3,8036,0,0,,,0,0,1,0,0
7206,0,1,0,1,3,8036,0,0,,,0,0,1,0,0
7207,0,0,0,1,3,8036,0,0,,,0,0,1,0,0
7208,0,0,0,0,3,8036,0,0,,,1,1,0,0,0
7191,0,2,0,1,4,8036,0,0,,,1,1,0,0,0
7192,0,1,0,1,4,8036,0,0,,,1,0,1,0,0
7193,0,0,0,1,4,8036,0,0,,,1,1,0,0,0
7194,0,0,0,0,4,8036,0,0,,,0,1,0,0,0
7170,0,0,0,1,6,8036,1,0,,,0,0,1,0,1
7171,0,0,0,1,6,8036,0,0,,,0,1,0,0,1
7172,0,0,2,0,6,8036,0,0,,,1,0,0,1,1
7173,0,0,1,0,6,8036,0,0,,,1,0,1,0,1
7174,0,0,0,0,6,8036,0,0,,,1,0,1,0,1
7158,0,0,2,0,7,8036,0,0,,,0,1,0,0,4
7159,0,0,2,0,7,8036,0,0,,,0,1,0,0,4
7160,0,0,1,0,7,8036,0,0,,,0,0,1,0,4
7161,0,0,0,0,7,8036,0,0,,,0,0,1,0,4
7149,0,0,0,0,8,8036,0,0,,,1,1,0,0,4
7132,0,1,1,1,9,8036,0,0,,,0,0,0,1,4
7133,0,1,0,1,9,8036,0,0,,,0,1,0,0,4
7134,0,0,0,1,9,8036,0,0,,,0,0,1,0,4
7135,0,3,2,0,9,8036,0,0,,,1,1,0,0,4
7136,0,2,2,0,9,8036,0,0,,,1,0,1,0,4
7137,0,1,2,0,9,8036,0,0,,,1,1,0,0,4
7138,0,1,1,0,9,8036,0,0,,,1,1,0,0,4
7139,0,1,0,0,9,8036,0,0,,,1,0,1,0,4
7140,0,0,0,0,9,8036,0,0,,,1,0,1,0,4
7120,0,1,0,1,1,8092,0,0,,,0,0,1,0,0
7121,0,0,0,1,1,8092,0,0,,,0,0,1,0,0
7122,0,1,0,0,1,8092,0,0,,,0,1,0,0,0
7123,0,0,0,0,1,8092,0,0,,,0,0,0,1,0
7111,0,0,0,0,2,8092,0,0,,,1,0,1,0,2
7095,0,0,0,0,3,8092,1,0,,,0,0,1,0,3
7096,0,3,2,0,3,8092,0,0,,,1,0,1,0,3
7097,0,2,2,0,3,8092,0,0,,,1,0,0,1,3
7098,0,2,2,0,3,8092,0,0,,,1,1,0,0,3
7099,0,1,2,0,3,8092,0,0,,,1,0,1,0,3
7100,0,0,2,0,3,8092,0,0,,,1,1,0,0,3
7101,0,0,1,0,3,8092,0,0,,,1,1,0,0,3
7102,0,0,0,0,3,8092,0,0,,,1,0,1,0,3
7084,0,0,1,1,4,8092,0,0,,,0,0,1,0,3
7085,0,0,0,1,4,8092,0,0,,,0,0,1,0,3
7086,0,0,0,0,4,8092,0,0,,,1,0,1,0,3
7068,0,1,1,1,5,8092,0,0,,,1,1,0,0,3
7069,0,0,1,0,5,8092,1,0,,,1,0,1,0,3
7070,0,0,0,0,5,8092,1,0,,,1,1,0,0,3
7071,0,2,2,0,5,8092,0,0,,,0,0,1,0,3
7072,0,1,2,0,5,8092,0,0,,,0,0,0,1,3
7073,0,1,1,0,5,8092,0,0,,,0,1,0,0,3
7074,0,0,1,0,5,8092,0,0,,,0,0,1,0,3
7075,0,0,0,0,5,8092,0,0,,,0,1,0,0,3
7049,0,0,0,0,7,8092,2,0,,,0,1,0,0,6
7050,0,0,0,0,7,8092,1,0,,,1,1,0,0,6
7051,0,0,1,0,7,8092,0,0,,,0,0,0,1,6
7052,0,0,0,0,7,8092,0,0,,,0,0,0,1,6
7039,0,0,0,1,8,8092,0,0,,,1,0,1,0,6
7040,0,0,0,0,8,8092,0,0,,,0,0,0,1,6
7027,0,0,2,0,1,8156,0,0,,,0,0,1,0,0
7028,0,0,2,0,1,8156,0,0,,,0,0,0,1,0
7029,0,0,1,0,1,8156,0,0,,,0,0,1,0,0
7030,0,0,0,0,1,8156,0,0,,,0,0,1,0,0
7013,0,0,0,1,2,8156,0,0,,,1,0,0,1,1
7014,0,1,2,0,2,8156,0,0,,,0,0,1,0,1
7015,0,1,2,0,2,8156,0,0,,,0,0,1,0,1
7016,0,0,2,0,2,8156,0,0,,,0,0,1,0,1
7017,0,0,1,0,2,8156,0,0,,,0,1,0,0,1
7018,0,0,0,0,2,8156,0,0,,,0,0,1,0,1
7004,0,0,0,0,3,8156,0,0,,,1,0,0,1,5
6977,0,1,0,1,6,8156,1,0,,,1,0,1,0,5
6978,0,0,0,1,6,8156,1,0,,,1,0,1,0,5
6979,0,1,0,1,6,8156,1,0,,,0,1,0,0,6
6980,0,0,0,1,6,8156,1,0,,,0,0,0,1,6
6981,0,0,0,0,6,8156,1,0,,,0,1,0,0,6
6982,0,1,0,0,6,8156,0,0,,,0,0,0,1,6
6983,0,0,0,0,6,8156,0,0,,,0,0,0,1,6
6959,0,0,0,0,8,8156,1,0,,,0,1,0,0,5
6960,0,0,0,0,8,8156,0,0,,,1,1,0,0,5
6947,0,0,0,1,1,8212,0,0,,,1,1,0,0,0
6948,0,0,2,0,1,8212,0,0,,,0,0,1,0,0
6949,0,0,1,0,1,8212,0,0,,,0,0,1,0,0
6950,0,0,0,0,1,8212,0,0,,,0,0,1,0,0
6937,0,0,0,1,2,8212,0,0,,,0,1,0,0,0
6938,0,0,0,0,2,8212,0,0,,,0,0,0,1,0
6928,0,0,0,0,3,8212,0,0,,,1,0,1,0,0
6918,0,1,0,0,4,8212,0,0,,,1,1,0,0,0
6919,0,0,0,0,4,8212,0,0,,,1,0,1,0,0
6890,0,1,0,2,6,8212,1,0,,,1,0,0,1,-1
6891,0,0,0,2,6,8212,1,0,,,1,0,1,0,-1
6892,0,0,0,1,6,8212,1,0,,,1,1,0,0,-1
6893,0,1,2,1,6,8212,1,0,,,1,0,0,1,0
6894,0,1,1,1,6,8212,1,0,,,1,0,0,1,0
6895,0,0,1,1,6,8212,1,0,,,1,0,1,0,0
6896,0,0,0,1,6,8212,1,0,,,1,1,0,0,0
6897,0,1,0,1,6,8212,0,0,,,0,0,1,0,0
6898,0,0,0,1,6,8212,0,0,,,0,0,0,1,0
6899,0,1,2,0,6,8212,0,0,,,1,1,0,0,0
6900,0,1,2,0,6,8212,0,0,,,1,0,0,1,0
6901,0,1,1,0,6,8212,0,0,,,1,0,1,0,0
6902,0,0,1,0,6,8212,0,0,,,1,0,1,0,0
6903,0,0,0,0,6,8212,0,0,,,1,1,0,0,0
6876,0,0,1,0,1,8287,2,0,,,1,1,0,0,0
6877,0,0,0,0,1,8287,2,0,,,1,0,1,0,0
6878,0,0,0,0,1,8287,1,0,,,1,0,1,0,0
6879,0,1,1,0,1,8287,0,0,,,1,0,0,1,0
6880,0,1,0,0,1,8287,0,0,,,1,0,0,1,0
6881,0,0,0,0,1,8287,0,0,,,1,0,1,0,0
6857,0,0,1,1,2,8287,2,0,,,1,1,0,0,-1
6858,0,0,0,1,2,8287,2,0,,,1,0,1,0,-1
6859,0,1,2,0,2,8287,2,0,,,1,0,1,0,-1
6860,0,0,2,0,2,8287,2,0,,,1,0,0,1,-1
6861,0,0,2,0,2,8287,2,0,,,1,1,0,0,-1
6862,0,0,1,0,2,8287,2,0,,,1,0,1,0,-1
6863,0,0,0,0,2,8287,2,0,,,1,0,1,0,-1
6864,0,1,1,0,2,8287,1,0,,,1,0,1,0,-1
6865,0,0,1,0,2,8287,1,0,,,1,0,0,1,-1
6866,0,0,0,0,2,8287,1,0,,,1,1,0,0,-1
6867,0,0,0,0,2,8287,0,0,,,1,0,1,0,-1
6826,0,0,0,1,4,8287,2,0,,,1,1,0,0,-1
6827,0,0,1,0,4,8287,2,0,,,1,1,0,0,-1
6828,0,0,0,0,4,8287,2,0,,,1,0,0,1,-1
6829,0,0,0,0,4,8287,1,0,,,1,0,1,0,-1
6830,0,0,1,0,4,8287,2,0,,,1,0,0,1,1
6831,0,0,0,0,4,8287,2,0,,,1,0,0,1,1
6832,0,0,0,0,4,8287,2,0,,,1,0,1,0,2
6833,0,1,2,0,4,8287,1,0,,,1,0,0,1,2
6834,0,1,2,0,4,8287,1,0,,,1,0,0,1,2
6835,0,1,1,0,4,8287,1,0,,,1,0,1,0,2
6836,0,1,0,0,4,8287,1,0,,,1,0,1,0,2
6837,0,0,0,0,4,8287,1,0,,,1,0,1,0,2
6838,0,2,0,0,4,8287,0,0,,,0,1,0,0,2
6839,0,1,0,0,4,8287,0,0,,,0,0,0,1,2
6840,0,0,0,0,4,8287,0,0,,,0,1,0,0,2
6815,0,2,0,0,5,8287,0,0,,,0,0,1,0,-2
6816,0,1,0,0,5,8287,0,0,,,0,1,0,0,-2
6817,0,0,0,0,5,8287,0,0,,,0,1,0,0,-2
6791,0,2,1,0,1,8341,2,0,,,0,0,1,0,0
6792,0,2,0,0,1,8341,2,0,,,0,0,1,0,0
6793,0,1,0,0,1,8341,2,0,,,0,0,1,0,0
6794,0,0,0,0,1,8341,2,0,,,0,1,0,0,0
6795,0,1,0,0,1,8341,1,0,,,1,1,0,0,0
6796,0,0,0,0,1,8341,1,0,,,1,0,0,1,0
6797,0,0,1,0,1,8341,0,0,,,0,1,0,0,0
6798,0,0,0,0,1,8341,0,0,,,0,0,0,1,0
6782,0,0,0,0,2,8341,0,0,,,0,1,0,0,-1
6756,0,2,0,1,3,8341,1,0,,,0,1,0,0,-4
6757,0,1,0,1,3,8341,1,0,,,0,1,0,0,-4
6758,0,0,0,1,3,8341,1,0,,,0,1,0,0,-4
6759,0,0,1,1,3,8341,1,0,,,1,1,0,0,-3
6760,0,0,0,1,3,8341,1,0,,,1,0,0,1,-3
6761,0,0,1,0,3,8341,2,0,,,0,0,1,0,-2
6762,0,0,0,0,3,8341,2,0,,,0,0,0,1,-2
6763,0,2,2,0,3,8341,2,0,,,0,0,1,0,-1
6764,0,1,2,0,3,8341,2,0,,,0,0,0,1,-1
6765,0,1,1,0,3,8341,2,0,,,0,1,0,0,-1
6766,0,1,0,0,3,8341,2,0,,,0,0,1,0,-1
6767,0,0,0,0,3,8341,2,0,,,0,0,1,0,-1
6768,0,3,1,0,3,8341,1,0,,,1,1,0,0,-1
6769,0,2,1,0,3,8341,1,0,,,1,0,0,1,-1
6770,0,1,1,0,3,8341,1,0,,,1,1,0,0,-1
6771,0,1,0,0,3,8341,1,0,,,1,1,0,0,-1
6772,0,0,0,0,3,8341,1,0,,,1,0,1,0,-1
6773,0,0,0,0,3,8341,0,0,,,0,1,0,0,-1
6740,0,0,0,1,4,8341,1,0,,,0,0,1,0,-4
6741,0,1,2,1,4,8341,0,0,,,1,1,0,0,-4
6742,0,0,2,1,4,8341,0,0,,,1,0,0,1,-4
6743,0,0,1,1,4,8341,0,0,,,1,1,0,0,-4
6744,0,0,0,1,4,8341,0,0,,,1,0,1,0,-4
6745,0,0,2,0,4,8341,0,0,,,0,0,1,0,-4
6746,0,0,1,0,4,8341,0,0,,,0,0,1,0,-4
6747,0,0,0,0,4,8341,0,0,,,0,0,1,0,-4
6730,0,0,1,0,5,8341,0,0,,,1,0,1,0,-4
6731,0,0,0,0,5,8341,0,0,,,1,1,0,0,-4
6706,0,3,2,2,6,8341,1,0,,,0,0,0,1,-5
6707,0,2,2,2,6,8341,1,0,,,0,0,1,0,-5
6708,0,1,2,2,6,8341,1,0,,,0,1,0,0,-5
6709,0,0,2,2,6,8341,1,0,,,0,1,0,0,-5
6710,0,0,1,2,6,8341,1,0,,,0,1,0,0,-5
6711,0,0,0,2,6,8341,1,0,,,0,0,1,0,-5
6712,0,0,1,2,6,8341,0,0,,,1,0,1,0,-5
6713,0,0,0,2,6,8341,0,0,,,1,0,0,1,-5
6714,0,1,2,1,6,8341,0,0,,,0,0,1,0,-5
6715,0,1,1,1,6,8341,0,0,,,0,0,0,1,-5
6716,0,0,1,1,6,8341,0,0,,,0,0,1,0,-5
6717,0,0,0,1,6,8341,0,0,,,0,1,0,0,-5
6718,0,1,2,0,6,8341,0,0,,,1,0,1,0,-5
6719,0,1,1,0,6,8341,0,0,,,1,0,1,0,-5
6720,0,0,1,0,6,8341,0,0,,,1,0,1,0,-5
6721,0,0,0,0,6,8341,0,0,,,1,1,0,0,-5
6697,0,0,0,0,1,8406,0,0,,,0,1,0,0,0
6678,0,0,0,2,3,8406,0,0,,,1,0,1,0,0
6679,0,1,1,1,3,8406,0,0,,,1,0,1,0,0
6680,0,0,1,1,3,8406,0,0,,,1,0,0,1,0
6681,0,0,0,1,3,8406,0,0,,,1,1,0,0,0
6682,0,1,1,0,3,8406,0,0,,,1,0,1,0,0
6683,0,1,0,0,3,8406,0,0,,,1,0,0,1,0
6684,0,0,0,0,3,8406,0,0,,,1,0,1,0,0
6663,0,0,1,0,4,8406,1,0,,,1,0,0,1,0
6664,0,0,0,0,4,8406,1,0,,,1,1,0,0,0
6665,0,3,1,0,4,8406,0,0,,,0,0,1,0,0
6666,0,2,1,0,4,8406,0,0,,,0,0,0,1,0
6667,0,2,0,0,4,8406,0,0,,,0,1,0,0,0
6668,0,1,0,0,4,8406,0,0,,,0,0,1,0,0
6669,0,0,0,0,4,8406,0,0,,,0,1,0,0,0
6654,0,0,0,0,5,8406,0,0,,,1,1,0,0,0
6642,0,0,0,2,6,8406,0,0,,,1,1,0,0,0
6643,0,1,0,1,6,8406,0,0,,,0,0,0,1,0
6644,0,0,0,1,6,8406,0,0,,,0,0,0,1,0
6645,0,0,0,0,6,8406,0,0,,,1,1,0,0,0
6626,0,1,2,1,7,8406,0,0,,,1,0,1,0,1
6627,0,0,2,1,7,8406,0,0,,,1,0,1,0,1
6628,0,0,1,1,7,8406,0,0,,,1,1,0,0,1
6629,0,0,0,1,7,8406,0,0,,,1,0,1,0,1
6630,0,2,1,0,7,8406,0,0,,,0,0,1,0,1
6631,0,1,1,0,7,8406,0,0,,,0,0,0,1,1
6632,0,0,1,0,7,8406,0,0,,,0,1,0,0,1
6633,0,0,0,0,7,8406,0,0,,,0,1,0,0,1
6612,0,2,2,0,1,8460,0,0,,,1,1,0,0,0
6613,0,2,2,0,1,8460,0,0,,,1,0,0,1,0
6614,0,1,2,0,1,8460,0,0,,,1,0,1,0,0
6615,0,0,2,0,1,8460,0,0,,,1,1,0,0,0
6616,0,0,1,0,1,8460,0,0,,,1,1,0,0,0
6617,0,0,0,0,1,8460,0,0,,,1,0,1,0,0
6593,0,1,0,2,2,8460,1,0,,,0,1,0,0,3
6594,0,0,0,2,2,8460,1,0,,,0,0,1,0,3
6595,0,1,2,1,2,8460,1,0,,,1,1,0,0,3
6596,0,0,2,1,2,8460,1,0,,,1,0,0,1,3
6597,0,0,1,1,2,8460,1,0,,,1,1,0,0,3
6598,0,0,0,1,2,8460,1,0,,,1,0,1,0,3
6599,0,0,0,1,2,8460,0,0,,,0,0,1,0,3
6600,0,1,2,0,2,8460,0,0,,,0,0,0,1,3
6601,0,0,2,0,2,8460,0,0,,,0,0,1,0,3
6602,0,0,1,0,2,8460,0,0,,,0,1,0,0,3
6603,0,0,0,0,2,8460,0,0,,,0,0,1,0,3
6582,0,0,2,0,3,8460,0,0,,,1,0,0,1,3
6583,0,0,1,0,3,8460,0,0,,,1,0,1,0,3
6584,0,0,0,0,3,8460,0,0,,,1,0,1,0,3
6572,0,0,1,0,4,8460,0,0,,,0,0,1,0,2
6573,0,0,0,0,4,8460,0,0,,,0,0,0,1,2
6562,0,0,0,1,5,8460,0,0,,,1,0,1,0,2
6563,0,0,0,0,5,8460,0,0,,,0,0,1,0,2
6536,0,2,2,0,8,8460,0,0,,,0,1,0,0,3
6537,0,1,2,0,8,8460,0,0,,,0,0,1,0,3
6538,0,1,2,0,8,8460,0,0,,,0,1,0,0,3
6539,0,0,2,0,8,8460,0,0,,,0,0,1,0,3
6540,0,0,1,0,8,8460,0,0,,,0,1,0,0,3
6541,0,0,0,0,8,8460,0,0,,,0,0,1,0,3
6510,0,0,1,1,1,8520,2,0,,,1,1,0,0,0
6511,0,0,0,1,1,8520,2,0,,,1,0,1,0,0
6512,0,2,2,0,1,8520,2,0,,,0,0,1,0,0
6513,0,2,2,0,1,8520,2,0,,,0,0,1,0,0
6514,0,2,1,0,1,8520,2,0,,,0,0,1,0,0
6515,0,2,0,0,1,8520,2,0,,,0,0,1,0,0
6516,0,1,0,0,1,8520,2,0,,,0,0,1,0,0
6517,0,0,0,0,1,8520,2,0,,,0,1,0,0,0
6518,0,2,1,0,1,8520,1,0,,,1,1,0,0,0
6519,0,2,0,0,1,8520,1,0,,,1,0,0,1,0
6520,0,1,0,0,1,8520,1,0,,,1,0,1,0,0
6521,0,0,0,0,1,8520,1,0,,,1,1,0,0,0
6522,0,0,1,0,1,8520,0,0,,,1,1,0,0,0
6523,0,0,0,0,1,8520,0,0,,,1,0,0,1,0
6496,0,0,1,1,2,8520,0,0,,,0,0,1,0,-1
6497,0,0,0,1,2,8520,0,0,,,0,0,1,0,-1
6498,0,1,2,0,2,8520,0,0,,,1,0,1,0,-1
6499,0,1,1,0,2,8520,0,0,,,1,0,1,0,-1
6500,0,0,1,0,2,8520,0,0,,,1,0,1,0,-1
6501,0,0,0,0,2,8520,0,0,,,1,1,0,0,-1
6469,0,0,0,1,5,8520,0,0,,,1,0,1,0,-1
6470,0,0,1,0,5,8520,0,0,,,0,0,1,0,-1
6471,0,0,0,0,5,8520,0,0,,,0,0,0,1,-1
6453,0,3,2,0,6,8520,1,0,,,1,0,0,1,1
6454,0,2,2,0,6,8520,1,0,,,1,0,1,0,1
6455,0,1,2,0,6,8520,1,0,,,1,1,0,0,1
6456,0,1,2,0,6,8520,1,0,,,1,1,0,0,1
6457,0,0,2,0,6,8520,1,0,,,1,0,1,0,1
6458,0,0,1,0,6,8520,1,0,,,1,1,0,0,1
6459,0,0,0,0,6,8520,1,0,,,1,0,1,0,1
6460,0,0,0,0,6,8520,0,0,,,0,0,1,0,1
6426,0,0,1,1,1,8578,0,0,,,0,0,1,0,-2
6427,0,0,0,1,1,8578,0,0,,,0,1,0,0,-2
6428,0,3,2,1,1,8578,1,0,,,1,0,1,0,0
6429,0,3,2,1,1,8578,1,0,,,1,0,0,1,0
6430,0,3,2,1,1,8578,1,0,,,1,0,1,0,0
6431,0,3,1,1,1,8578,1,0,,,1,0,1,0,0
6432,0,2,1,1,1,8578,1,0,,,1,0,1,0,0
6433,0,2,0,1,1,8578,1,0,,,1,1,0,0,0
6434,0,1,0,1,1,8578,1,0,,,1,0,1,0,0
6435,0,0,0,1,1,8578,1,0,,,1,1,0,0,0
6436,0,0,1,0,1,8578,1,0,,,0,1,0,0,0
6437,0,0,0,0,1,8578,1,0,,,0,0,0,1,0
6438,0,0,0,0,1,8578,0,0,,,1,0,1,0,0
6405,0,0,0,1,3,8578,1,0,,,1,1,0,0,-1
6406,0,1,0,0,3,8578,1,0,,,0,1,0,0,-1
6407,0,0,0,0,3,8578,1,0,,,0,0,0,1,-1
6408,0,0,1,0,3,8578,0,0,,,1,1,0,0,-1
6409,0,0,0,0,3,8578,0,0,,,1,0,0,1,-1
