,pitch_type,game_date,release_speed,batter,stand,balls,strikes,plate_x,plate_z,outs_when_up,inning,game_pk,bat_score,fld_score,on_base,prev_events,prev_zone,prev_type,prev_bb_type,prev_plate_x,prev_plate_z
2291,KC,2018-06-01,84.8,646240,L,1,2,0.36,0.12,1,2,530255,0,2,0,,3.0,S,,0.46,2.86
2292,KC,2018-06-01,82.9,646240,L,1,2,-0.31,0.91,1,2,530255,0,2,0,strikeout,14.0,S,,0.36,0.12
2293,FF,2018-06-01,96.6,646240,L,1,1,-0.81,3.67,1,2,530255,0,2,0,,13.0,S,,-0.31,0.91
2294,FF,2018-06-01,94.9,646240,L,1,0,-0.55,2.88,1,2,530255,0,2,0,,1.0,S,,-0.81,3.67
2295,KC,2018-06-01,80.6,646240,L,0,0,-1.08,2.6,1,2,530255,0,2,0,,1.0,S,,-0.55,2.88
2296,SL,2018-06-01,88.9,502110,R,2,1,0.29,2.24,0,2,530255,0,2,0,,11.0,B,,-1.08,2.6
2297,FF,2018-06-01,94.3,502110,R,2,0,0.13,2.92,0,2,530255,0,2,0,field_out,6.0,X,ground_ball,0.29,2.24
2298,FF,2018-06-01,94.0,502110,R,1,0,-1.08,3.79,0,2,530255,0,2,0,,5.0,S,,0.13,2.92
2299,FF,2018-06-01,94.7,502110,R,0,0,0.64,3.79,0,2,530255,0,2,0,,11.0,B,,-1.08,3.79
2270,SL,2018-06-01,88.0,593428,R,1,1,0.52,2.6,2,3,530255,1,2,0,,,,,,
2271,FF,2018-06-01,96.5,593428,R,1,0,-0.85,2.67,2,3,530255,1,2,0,field_out,6.0,X,ground_ball,0.52,2.6
2272,KC,2018-06-01,81.0,593428,R,0,0,0.44,0.68,2,3,530255,1,2,0,,11.0,S,,-0.85,2.67
2273,KC,2018-06-01,83.4,643217,L,0,0,0.02,1.4,1,3,530255,1,2,0,,14.0,B,,0.44,0.68
2274,KC,2018-06-01,84.3,598265,L,2,2,-0.29,1.86,0,3,530255,1,2,0,field_out,8.0,X,ground_ball,0.02,1.4
2275,FF,2018-06-01,97.7,598265,L,2,1,-0.16,3.02,0,3,530255,1,2,0,strikeout,7.0,S,,-0.29,1.86
2276,SL,2018-06-01,89.6,598265,L,1,1,-0.25,3.91,0,3,530255,1,2,0,,2.0,S,,-0.16,3.02
2277,FF,2018-06-01,96.6,598265,L,0,1,0.38,3.4,0,3,530255,1,2,0,,11.0,B,,-0.25,3.91
2278,FF,2018-06-01,96.3,598265,L,0,0,-0.24,2.72,0,3,530255,1,2,0,,3.0,B,,0.38,3.4
2249,CH,2018-06-01,89.3,571788,L,2,1,-0.24,2.62,2,4,530255,3,4,0,,,,,,
2250,FF,2018-06-01,97.6,571788,L,1,1,-0.92,3.42,2,4,530255,3,4,0,field_out,2.0,X,fly_ball,-0.24,2.62
2251,CH,2018-06-01,88.5,571788,L,0,1,-1.74,3.75,2,4,530255,3,4,0,,11.0,B,,-0.92,3.42
2252,KC,2018-06-01,84.2,571788,L,0,0,0.37,2.61,2,4,530255,3,4,0,,11.0,B,,-1.74,3.75
2253,FF,2018-06-01,97.1,456488,R,1,1,-0.45,2.62,1,4,530255,3,4,0,,6.0,S,,0.37,2.61
2254,FT,2018-06-01,96.9,456488,R,1,0,-0.74,3.56,1,4,530255,3,4,0,field_out,4.0,X,fly_ball,-0.45,2.62
2255,KC,2018-06-01,82.2,456488,R,0,0,1.82,-0.33,1,4,530255,3,4,0,,11.0,S,,-0.74,3.56
2256,FF,2018-06-01,98.7,646240,L,1,2,-0.59,3.28,0,4,530255,3,4,0,,14.0,B,,1.82,-0.33
2257,KC,2018-06-01,82.8,646240,L,1,2,0.27,2.97,0,4,530255,3,4,0,strikeout,1.0,S,,-0.59,3.28
2258,SL,2018-06-01,90.1,646240,L,1,2,0.57,3.65,0,4,530255,3,4,0,,2.0,S,,0.27,2.97
2259,FF,2018-06-01,96.8,646240,L,1,1,0.28,3.09,0,4,530255,3,4,0,,3.0,S,,0.57,3.65
2260,CH,2018-06-01,88.4,646240,L,0,1,-1.39,2.68,0,4,530255,3,4,0,,3.0,S,,0.28,3.09
2261,FT,2018-06-01,96.5,646240,L,0,0,-0.31,1.71,0,4,530255,3,4,0,,11.0,B,,-1.39,2.68
2262,FF,2018-06-01,99.1,502110,R,2,2,0.31,3.28,0,4,530255,2,4,0,,7.0,S,,-0.31,1.71
2263,FT,2018-06-01,96.9,502110,R,2,1,0.19,2.77,0,4,530255,2,4,0,home_run,3.0,X,line_drive,0.31,3.28
2264,SL,2018-06-01,86.7,502110,R,1,1,1.02,3.57,0,4,530255,2,4,0,,5.0,S,,0.19,2.77
2265,FF,2018-06-01,95.8,502110,R,0,1,0.49,4.65,0,4,530255,2,4,0,,12.0,B,,1.02,3.57
2266,KC,2018-06-01,79.9,502110,R,0,0,-0.43,3.08,0,4,530255,2,4,0,,12.0,B,,0.49,4.65
2267,FF,2018-06-01,95.8,519048,L,1,1,-0.15,2.27,0,4,530255,1,4,0,,4.0,S,,-0.43,3.08
2268,KC,2018-06-01,79.9,519048,L,0,1,-1.27,1.54,0,4,530255,1,4,0,home_run,5.0,X,fly_ball,-0.15,2.27
2269,FF,2018-06-01,95.5,519048,L,0,0,-0.49,2.07,0,4,530255,1,4,0,,13.0,B,,-1.27,1.54
2228,KC,2018-06-01,86.1,519048,L,0,2,-0.66,3.36,2,5,530255,3,4,2,,,,,,
2229,KC,2018-06-01,85.6,519048,L,0,1,0.64,1.45,2,5,530255,3,4,2,strikeout,1.0,S,,-0.66,3.36
2230,KC,2018-06-01,84.5,519048,L,0,0,0.7,1.16,2,5,530255,3,4,2,,9.0,S,,0.64,1.45
2231,FT,2018-06-01,97.9,593428,R,1,2,0.85,2.9,1,5,530255,3,4,2,,14.0,S,,0.7,1.16
2232,SL,2018-06-01,90.7,593428,R,0,2,1.45,0.96,1,5,530255,3,4,2,strikeout,12.0,S,,0.85,2.9
2233,SL,2018-06-01,90.8,593428,R,0,1,1.12,1.83,1,5,530255,3,4,2,,14.0,B,,1.45,0.96
2234,FF,2018-06-01,97.6,593428,R,0,0,0.84,1.79,1,5,530255,3,4,2,,14.0,S,,1.12,1.83
2235,FF,2018-06-01,98.7,643217,L,3,2,-1.37,3.69,1,5,530255,3,4,1,,14.0,S,,0.84,1.79
2236,SL,2018-06-01,92.0,643217,L,2,2,1.59,0.19,1,5,530255,3,4,1,walk,11.0,B,,-1.37,3.69
2237,KC,2018-06-01,82.7,643217,L,2,1,-0.54,2.81,1,5,530255,3,4,1,,14.0,B,,1.59,0.19
2238,CH,2018-06-01,88.9,643217,L,1,1,-1.72,1.46,1,5,530255,3,4,1,,4.0,S,,-0.54,2.81
2239,FF,2018-06-01,97.2,643217,L,0,1,-0.92,2.93,1,5,530255,3,4,1,,13.0,B,,-1.72,1.46
2240,FT,2018-06-01,96.3,643217,L,0,0,-0.56,2.42,1,5,530255,3,4,1,,11.0,B,,-0.92,2.93
2241,FF,2018-06-01,97.6,598265,L,2,2,0.26,2.57,1,5,530255,3,4,0,,4.0,S,,-0.56,2.42
2242,SL,2018-06-01,90.8,598265,L,1,2,1.22,1.1,1,5,530255,3,4,0,single,5.0,X,ground_ball,0.26,2.57
2243,FF,2018-06-01,97.0,598265,L,1,1,-0.33,2.52,1,5,530255,3,4,0,,14.0,B,,1.22,1.1
2244,SL,2018-06-01,90.7,598265,L,0,1,-1.62,2.41,1,5,530255,3,4,0,,4.0,S,,-0.33,2.52
2245,KC,2018-06-01,83.2,598265,L,0,0,-1.01,1.61,1,5,530255,3,4,0,,13.0,B,,-1.62,2.41
2246,KC,2018-06-01,81.1,506702,L,1,1,-0.33,2.34,0,5,530255,3,4,0,,13.0,S,,-1.01,1.61
2247,SL,2018-06-01,90.4,506702,L,0,1,1.13,1.08,0,5,530255,3,4,0,field_out,4.0,X,line_drive,-0.33,2.34
2248,FF,2018-06-01,96.6,506702,L,0,0,-1.07,2.26,0,5,530255,3,4,0,,14.0,B,,1.13,1.08
2219,FF,2018-06-01,96.7,456488,R,3,2,0.01,2.26,2,6,530255,3,4,0,,,,,,
2220,KC,2018-06-01,85.1,456488,R,2,2,0.48,0.4,2,6,530255,3,4,0,field_out,5.0,X,ground_ball,0.01,2.26
2221,FF,2018-06-01,97.0,456488,R,2,1,0.8,2.79,2,6,530255,3,4,0,,14.0,B,,0.48,0.4
2222,KC,2018-06-01,81.0,456488,R,1,1,-1.38,3.24,2,6,530255,3,4,0,,3.0,S,,0.8,2.79
2223,SL,2018-06-01,89.4,456488,R,1,0,0.24,2.84,2,6,530255,3,4,0,,11.0,B,,-1.38,3.24
2224,KC,2018-06-01,83.4,456488,R,0,0,0.29,0.97,2,6,530255,3,4,0,,2.0,S,,0.24,2.84
2225,SL,2018-06-01,88.9,646240,L,0,0,-0.28,1.7,1,6,530255,3,4,0,,14.0,B,,0.29,0.97
2226,SL,2018-06-01,88.6,502110,R,1,0,0.4,2.31,0,6,530255,3,4,0,field_out,7.0,X,line_drive,-0.28,1.7
2227,SL,2018-06-01,89.4,502110,R,0,0,1.3,1.19,0,6,530255,3,4,0,field_out,6.0,X,line_drive,0.4,2.31
2208,SL,2018-06-01,90.5,598265,L,1,2,-0.02,1.96,2,7,530255,3,4,0,,,,,,
2209,FT,2018-06-01,100.7,598265,L,0,2,1.27,1.6,2,7,530255,3,4,0,field_out,5.0,X,line_drive,-0.02,1.96
2210,SL,2018-06-01,90.3,598265,L,0,1,0.68,1.59,2,7,530255,3,4,0,,14.0,B,,1.27,1.6
2211,KC,2018-06-01,84.7,598265,L,0,0,0.51,1.6,2,7,530255,3,4,0,,9.0,S,,0.68,1.59
2212,FF,2018-06-01,100.0,506702,L,1,2,0.07,1.9,1,7,530255,3,4,0,,9.0,S,,0.51,1.6
2213,SL,2018-06-01,90.7,506702,L,1,1,-0.53,1.24,1,7,530255,3,4,0,strikeout,8.0,S,,0.07,1.9
2214,KC,2018-06-01,84.2,506702,L,0,1,-0.48,0.64,1,7,530255,3,4,0,,13.0,S,,-0.53,1.24
2215,FF,2018-06-01,97.0,506702,L,0,0,-0.33,2.99,1,7,530255,3,4,0,,13.0,B,,-0.48,0.64
2216,KC,2018-06-01,82.8,571788,L,0,2,-0.77,0.77,0,7,530255,3,4,0,,1.0,S,,-0.33,2.99
2217,KC,2018-06-01,84.4,571788,L,0,1,0.12,2.0,0,7,530255,3,4,0,field_out,13.0,X,ground_ball,-0.77,0.77
2218,KC,2018-06-01,82.8,571788,L,0,0,0.05,1.89,0,7,530255,3,4,0,,8.0,S,,0.12,2.0
2182,FF,2018-06-07,98.7,643396,R,1,2,-0.12,4.03,2,1,530337,1,0,2,,,,,,
2183,SL,2018-06-07,90.5,643396,R,1,2,1.15,1.61,2,1,530337,1,0,2,strikeout,11.0,S,,-0.12,4.03
2184,SL,2018-06-07,89.1,643396,R,1,1,0.34,1.33,2,1,530337,1,0,2,,14.0,S,,1.15,1.61
2185,FF,2018-06-07,97.9,643396,R,1,0,0.81,1.91,2,1,530337,1,0,2,,9.0,S,,0.34,1.33
2186,FF,2018-06-07,98.0,643396,R,0,0,0.9,2.28,2,1,530337,1,0,2,,9.0,S,,0.81,1.91
2187,KC,2018-06-07,86.7,608336,L,2,2,-0.64,1.81,1,1,530337,1,0,2,,14.0,B,,0.9,2.28
2188,KC,2018-06-07,84.8,608336,L,1,2,-0.13,1.45,1,1,530337,1,0,2,strikeout,7.0,S,,-0.64,1.81
2189,FF,2018-06-07,99.4,608336,L,1,2,-0.89,3.64,1,1,530337,1,0,2,,13.0,B,,-0.13,1.45
2190,FF,2018-06-07,96.7,608336,L,1,1,-0.08,2.91,1,1,530337,1,0,2,,11.0,S,,-0.89,3.64
2191,FF,2018-06-07,96.8,608336,L,0,1,-0.55,3.66,1,1,530337,1,0,2,,2.0,S,,-0.08,2.91
2192,FF,2018-06-07,97.2,608336,L,0,0,-0.42,2.99,1,1,530337,1,0,2,,1.0,B,,-0.55,3.66
2193,FF,2018-06-07,98.8,134181,R,0,2,-0.24,3.5,1,1,530337,0,0,2,,1.0,S,,-0.42,2.99
2194,FF,2018-06-07,98.1,134181,R,0,1,0.42,2.52,1,1,530337,0,0,2,single,2.0,X,fly_ball,-0.24,3.5
2195,FT,2018-06-07,95.8,134181,R,0,0,0.78,1.78,1,1,530337,0,0,2,,6.0,S,,0.42,2.52
2196,FF,2018-06-07,98.3,608577,L,0,2,0.68,3.09,0,1,530337,0,0,2,,9.0,S,,0.78,1.78
2197,FF,2018-06-07,98.0,608577,L,0,1,-0.46,3.42,0,1,530337,0,0,2,strikeout,3.0,S,,0.68,3.09
2198,FF,2018-06-07,96.9,608577,L,0,0,-0.41,3.12,0,1,530337,0,0,2,,11.0,S,,-0.46,3.42
2199,KC,2018-06-07,83.1,595777,L,0,0,-0.07,2.32,0,1,530337,0,0,1,,1.0,S,,-0.41,3.12
2200,FF,2018-06-07,97.9,425783,L,3,2,0.89,3.62,0,1,530337,0,0,0,single,5.0,X,ground_ball,-0.07,2.32
2201,FF,2018-06-07,98.7,425783,L,3,2,0.17,3.19,0,1,530337,0,0,0,walk,12.0,B,,0.89,3.62
2202,FF,2018-06-07,97.9,425783,L,3,2,-0.34,2.6,0,1,530337,0,0,0,,12.0,S,,0.17,3.19
2203,KC,2018-06-07,83.3,425783,L,2,2,-1.0,3.84,0,1,530337,0,0,0,,1.0,S,,-0.34,2.6
2204,KC,2018-06-07,83.5,425783,L,1,2,0.43,0.8,0,1,530337,0,0,0,,11.0,B,,-1.0,3.84
2205,FF,2018-06-07,96.8,425783,L,1,1,-0.05,3.26,0,1,530337,0,0,0,,14.0,B,,0.43,0.8
2206,KC,2018-06-07,83.2,425783,L,0,1,-0.02,1.37,0,1,530337,0,0,0,,11.0,S,,-0.05,3.26
2207,FF,2018-06-07,96.8,425783,L,0,0,-0.81,2.24,0,1,530337,0,0,0,,13.0,B,,-0.02,1.37
2170,SL,2018-06-07,90.4,542208,R,0,2,0.77,1.8,2,2,530337,1,0,0,,,,,,
2171,FF,2018-06-07,97.3,542208,R,0,1,0.76,2.61,2,2,530337,1,0,0,field_out,9.0,X,fly_ball,0.77,1.8
2172,FF,2018-06-07,97.2,542208,R,0,0,0.59,3.0,2,2,530337,1,0,0,,6.0,S,,0.76,2.61
2173,KC,2018-06-07,81.8,608597,L,2,2,-0.31,2.84,1,2,530337,1,0,0,,3.0,S,,0.59,3.0
2174,KC,2018-06-07,85.9,608597,L,2,2,0.43,1.8,1,2,530337,1,0,0,field_out,4.0,X,fly_ball,-0.31,2.84
2175,KC,2018-06-07,84.7,608597,L,2,2,0.6,2.11,1,2,530337,1,0,0,,9.0,S,,0.43,1.8
2176,FF,2018-06-07,97.0,608597,L,1,2,-1.76,3.81,1,2,530337,1,0,0,,9.0,S,,0.6,2.11
2177,KC,2018-06-07,83.4,608597,L,1,1,-0.56,2.6,1,2,530337,1,0,0,,11.0,B,,-1.76,3.81
2178,FF,2018-06-07,96.2,608597,L,1,0,-0.57,2.61,1,2,530337,1,0,0,,4.0,S,,-0.56,2.6
2179,FF,2018-06-07,95.9,608597,L,0,0,-1.15,3.86,1,2,530337,1,0,0,,4.0,S,,-0.57,2.61
2180,FF,2018-06-07,97.3,596059,L,1,0,0.17,2.24,0,2,530337,1,0,0,,11.0,B,,-1.15,3.86
2181,KC,2018-06-07,82.7,596059,L,0,0,-0.24,1.27,0,2,530337,1,0,0,field_out,5.0,X,popup,0.17,2.24
2151,FF,2018-06-07,97.7,608336,L,0,2,-0.02,3.93,2,3,530337,1,0,2,,,,,,
2152,SL,2018-06-07,89.6,608336,L,0,1,0.94,2.81,2,3,530337,1,0,2,strikeout,11.0,S,,-0.02,3.93
2153,FF,2018-06-07,97.0,608336,L,0,0,-0.79,3.53,2,3,530337,1,0,2,,12.0,S,,0.94,2.81
2154,KC,2018-06-07,83.2,134181,R,2,2,-0.73,1.77,1,3,530337,1,0,2,,1.0,S,,-0.79,3.53
2155,FF,2018-06-07,97.1,134181,R,2,1,0.45,2.56,1,3,530337,1,0,2,strikeout,7.0,S,,-0.73,1.77
2156,SL,2018-06-07,89.7,134181,R,1,1,1.09,0.85,1,3,530337,1,0,2,,6.0,S,,0.45,2.56
2157,FT,2018-06-07,98.3,134181,R,0,1,1.52,0.81,1,3,530337,1,0,2,,14.0,B,,1.09,0.85
2158,SL,2018-06-07,89.8,134181,R,0,0,0.23,2.22,1,3,530337,1,0,2,,14.0,B,,1.52,0.81
2159,CH,2018-06-07,90.8,608577,L,3,1,-1.63,2.63,1,3,530337,1,0,1,,8.0,S,,0.23,2.22
2160,FT,2018-06-07,97.2,608577,L,3,0,0.11,2.16,1,3,530337,1,0,1,walk,11.0,B,,-1.63,2.63
2161,FT,2018-06-07,98.3,608577,L,2,0,-0.35,1.49,1,3,530337,1,0,1,,8.0,S,,0.11,2.16
2162,KC,2018-06-07,83.0,608577,L,1,0,-1.11,3.61,1,3,530337,1,0,1,,13.0,B,,-0.35,1.49
2163,KC,2018-06-07,84.1,608577,L,0,0,-1.24,3.38,1,3,530337,1,0,1,,11.0,B,,-1.11,3.61
2164,FF,2018-06-07,99.0,595777,L,0,2,0.35,2.91,0,3,530337,1,0,1,,11.0,B,,-1.24,3.38
2165,SL,2018-06-07,89.4,595777,L,0,1,0.5,2.94,0,3,530337,1,0,1,field_out,3.0,X,popup,0.35,2.91
2166,FF,2018-06-07,96.6,595777,L,0,0,0.16,2.38,0,3,530337,1,0,1,,3.0,S,,0.5,2.94
2167,KC,2018-06-07,84.8,425783,L,1,1,0.04,2.34,0,3,530337,1,0,0,,5.0,S,,0.16,2.38
2168,KC,2018-06-07,83.9,425783,L,1,0,0.23,2.83,0,3,530337,1,0,0,single,5.0,X,ground_ball,0.04,2.34
2169,FF,2018-06-07,96.2,425783,L,0,0,1.0,3.07,0,3,530337,1,0,0,,2.0,S,,0.23,2.83
2137,FT,2018-06-07,96.0,542208,R,0,0,-0.36,2.68,2,4,530337,1,3,1,,,,,,
2138,FT,2018-06-07,97.4,608597,L,3,1,-1.18,1.43,2,4,530337,1,3,0,force_out,1.0,X,ground_ball,-0.36,2.68
2139,FF,2018-06-07,96.9,608597,L,2,1,1.43,1.73,2,4,530337,1,3,0,walk,13.0,B,,-1.18,1.43
2140,SL,2018-06-07,89.9,608597,L,1,1,1.43,1.57,2,4,530337,1,3,0,,14.0,B,,1.43,1.73
2141,FF,2018-06-07,96.4,608597,L,1,0,-0.63,2.18,2,4,530337,1,3,0,,14.0,B,,1.43,1.57
2142,FF,2018-06-07,96.9,608597,L,0,0,-1.01,2.97,2,4,530337,1,3,0,,7.0,S,,-0.63,2.18
2143,FF,2018-06-07,97.2,596059,L,1,1,0.27,2.92,1,4,530337,1,3,0,,11.0,B,,-1.01,2.97
2144,KC,2018-06-07,83.0,596059,L,0,1,-0.9,1.65,1,4,530337,1,3,0,field_out,2.0,X,popup,0.27,2.92
2145,KC,2018-06-07,83.4,596059,L,0,0,0.4,2.71,1,4,530337,1,3,0,,13.0,B,,-0.9,1.65
2146,KC,2018-06-07,82.3,643396,R,2,2,0.28,2.34,0,4,530337,1,3,0,,3.0,S,,0.4,2.71
2147,SL,2018-06-07,91.4,643396,R,1,2,1.86,0.33,0,4,530337,1,3,0,field_out,6.0,X,ground_ball,0.28,2.34
2148,SL,2018-06-07,90.0,643396,R,0,2,2.0,0.82,0,4,530337,1,3,0,,14.0,B,,1.86,0.33
2149,FT,2018-06-07,94.2,643396,R,0,1,-0.52,1.96,0,4,530337,1,3,0,,14.0,B,,2.0,0.82
2150,FF,2018-06-07,95.8,643396,R,0,0,0.54,1.85,0,4,530337,1,3,0,,7.0,S,,-0.52,1.96
2123,SL,2018-06-07,90.2,608577,L,1,2,0.63,2.31,2,5,530337,1,3,0,,,,,,
2124,SL,2018-06-07,91.4,608577,L,1,2,0.88,2.06,2,5,530337,1,3,0,strikeout,6.0,S,,0.63,2.31
2125,FF,2018-06-07,98.1,608577,L,1,2,-1.42,2.71,2,5,530337,1,3,0,,14.0,S,,0.88,2.06
2126,KC,2018-06-07,83.4,608577,L,1,1,-0.11,2.81,2,5,530337,1,3,0,,11.0,S,,-1.42,2.71
2127,FF,2018-06-07,96.6,608577,L,1,0,0.3,1.91,2,5,530337,1,3,0,,2.0,S,,-0.11,2.81
2128,KC,2018-06-07,84.8,608577,L,0,0,-0.12,0.99,2,5,530337,1,3,0,,9.0,S,,0.3,1.91
2129,FF,2018-06-07,99.6,595777,L,1,2,0.01,2.18,1,5,530337,1,3,0,,13.0,B,,-0.12,0.99
2130,SL,2018-06-07,92.2,595777,L,1,1,0.67,1.39,1,5,530337,1,3,0,field_out,5.0,X,ground_ball,0.01,2.18
2131,FF,2018-06-07,91.8,595777,L,1,0,0.41,2.41,1,5,530337,1,3,0,,9.0,S,,0.67,1.39
2132,FF,2018-06-07,97.1,595777,L,0,0,1.56,2.47,1,5,530337,1,3,0,,6.0,S,,0.41,2.41
2133,FF,2018-06-07,97.2,425783,L,1,2,0.42,2.48,0,5,530337,1,3,0,,12.0,B,,1.56,2.47
2134,SL,2018-06-07,90.5,425783,L,1,1,1.41,1.43,0,5,530337,1,3,0,strikeout,6.0,S,,0.42,2.48
2135,KC,2018-06-07,83.5,425783,L,1,0,0.88,1.69,0,5,530337,1,3,0,,14.0,S,,1.41,1.43
2136,FT,2018-06-07,97.0,425783,L,0,0,1.12,2.44,0,5,530337,1,3,0,,14.0,S,,0.88,1.69
2106,FF,2018-06-07,95.8,643396,R,2,1,-0.08,2.4,2,6,530337,1,4,0,,,,,,
2107,SL,2018-06-07,89.6,643396,R,2,0,0.62,1.06,2,6,530337,1,4,0,field_out,5.0,X,line_drive,-0.08,2.4
2108,FT,2018-06-07,96.2,643396,R,1,0,1.37,0.78,2,6,530337,1,4,0,,14.0,S,,0.62,1.06
2109,FF,2018-06-07,95.7,643396,R,0,0,1.56,1.01,2,6,530337,1,4,0,,14.0,B,,1.37,0.78
2110,FF,2018-06-07,98.6,608336,L,2,2,-0.52,3.82,1,6,530337,1,4,0,,14.0,B,,1.56,1.01
2111,SL,2018-06-07,90.4,608336,L,2,2,1.11,1.94,1,6,530337,1,4,0,strikeout,11.0,S,,-0.52,3.82
2112,FF,2018-06-07,97.5,608336,L,2,1,0.48,2.69,1,6,530337,1,4,0,,14.0,S,,1.11,1.94
2113,FT,2018-06-07,96.3,608336,L,2,0,-1.11,3.35,1,6,530337,1,4,0,,6.0,S,,0.48,2.69
2114,KC,2018-06-07,83.5,608336,L,1,0,-1.46,3.71,1,6,530337,1,4,0,,11.0,S,,-1.11,3.35
2115,FT,2018-06-07,96.1,608336,L,0,0,-0.97,1.7,1,6,530337,1,4,0,,11.0,B,,-1.46,3.71
2116,SL,2018-06-07,89.6,134181,R,2,2,0.55,2.52,0,6,530337,1,4,0,,13.0,B,,-0.97,1.7
2117,KC,2018-06-07,84.4,134181,R,1,2,0.88,0.55,0,6,530337,1,4,0,field_out,6.0,X,fly_ball,0.55,2.52
2118,FF,2018-06-07,98.2,134181,R,1,2,0.53,2.98,0,6,530337,1,4,0,,14.0,B,,0.88,0.55
2119,SL,2018-06-07,89.4,134181,R,1,2,1.0,2.45,0,6,530337,1,4,0,,3.0,S,,0.53,2.98
2120,FF,2018-06-07,95.6,134181,R,1,1,0.27,2.62,0,6,530337,1,4,0,,14.0,S,,1.0,2.45
2121,SL,2018-06-07,86.7,134181,R,0,1,-0.66,3.04,0,6,530337,1,4,0,,5.0,S,,0.27,2.62
2122,FF,2018-06-07,95.8,134181,R,0,0,0.14,2.08,0,6,530337,1,4,0,,1.0,B,,-0.66,3.04
2084,KC,2018-06-13,84.8,501981,R,2,2,-0.12,0.71,2,1,530416,0,3,1,,,,,,
2085,SL,2018-06-13,90.9,501981,R,1,2,1.78,0.5,2,1,530416,0,3,1,strikeout,13.0,S,,-0.12,0.71
2086,FF,2018-06-13,96.0,501981,R,0,2,0.59,3.37,2,1,530416,0,3,1,,14.0,B,,1.78,0.5
2087,FF,2018-06-13,98.1,501981,R,0,1,0.52,3.25,2,1,530416,0,3,1,,3.0,B,,0.59,3.37
2088,FF,2018-06-13,95.1,501981,R,0,0,0.51,3.18,2,1,530416,0,3,1,,3.0,S,,0.52,3.25
2089,SL,2018-06-13,91.7,476704,L,1,2,0.6,2.76,2,1,530416,0,3,0,,3.0,S,,0.51,3.18
2090,FF,2018-06-13,96.7,476704,L,1,1,0.27,2.76,2,1,530416,0,3,0,double,3.0,X,line_drive,0.6,2.76
2091,FF,2018-06-13,96.0,476704,L,1,0,-0.5,2.65,2,1,530416,0,3,0,,2.0,S,,0.27,2.76
2092,FF,2018-06-13,96.5,476704,L,0,0,-1.54,3.94,2,1,530416,0,3,0,,4.0,S,,-0.5,2.65
2093,FT,2018-06-13,96.5,592192,R,2,2,-0.3,3.13,1,1,530416,0,3,0,,11.0,B,,-1.54,3.94
2094,FF,2018-06-13,97.9,592192,R,1,2,1.82,1.98,1,1,530416,0,3,0,field_out,1.0,X,ground_ball,-0.3,3.13
2095,KC,2018-06-13,83.4,592192,R,1,2,-0.24,1.67,1,1,530416,0,3,0,,14.0,B,,1.82,1.98
2096,FF,2018-06-13,96.3,592192,R,1,2,0.24,4.2,1,1,530416,0,3,0,,8.0,S,,-0.24,1.67
2097,KC,2018-06-13,80.5,592192,R,1,1,0.67,2.27,1,1,530416,0,3,0,,12.0,S,,0.24,4.2
2098,FF,2018-06-13,96.3,592192,R,0,1,-1.26,3.69,1,1,530416,0,3,0,,6.0,S,,0.67,2.27
2099,KC,2018-06-13,81.4,592192,R,0,0,-0.52,2.91,1,1,530416,0,3,0,,11.0,B,,-1.26,3.69
2100,FF,2018-06-13,96.9,641583,L,2,2,-0.93,3.18,0,1,530416,0,3,0,,1.0,S,,-0.52,2.91
2101,SL,2018-06-13,89.4,641583,L,1,2,0.52,1.19,0,1,530416,0,3,0,field_out,11.0,X,line_drive,-0.93,3.18
2102,FF,2018-06-13,96.3,641583,L,1,2,-0.39,3.6,0,1,530416,0,3,0,,14.0,B,,0.52,1.19
2103,KC,2018-06-13,83.1,641583,L,1,1,0.33,1.59,0,1,530416,0,3,0,,1.0,S,,-0.39,3.6
2104,KC,2018-06-13,83.7,641583,L,0,1,1.65,0.69,0,1,530416,0,3,0,,9.0,S,,0.33,1.59
2105,FF,2018-06-13,95.9,641583,L,0,0,-0.38,2.44,0,1,530416,0,3,0,,14.0,B,,1.65,0.69
2065,KC,2018-06-13,83.9,572039,R,2,2,0.76,1.29,2,2,530416,0,10,1,,,,,,
2066,FT,2018-06-13,98.8,572039,R,1,2,1.83,1.58,2,2,530416,0,10,1,strikeout,14.0,S,,0.76,1.29
2067,FT,2018-06-13,96.6,572039,R,1,1,-0.75,3.32,2,2,530416,0,10,1,,14.0,B,,1.83,1.58
2068,FF,2018-06-13,96.9,572039,R,0,1,0.99,3.91,2,2,530416,0,10,1,,1.0,S,,-0.75,3.32
2069,KC,2018-06-13,80.9,572039,R,0,0,-0.74,1.86,2,2,530416,0,10,1,,12.0,B,,0.99,3.91
2070,FF,2018-06-13,95.0,543760,R,0,0,-0.09,2.89,2,2,530416,0,10,0,,7.0,S,,-0.74,1.86
2071,SL,2018-06-13,90.1,656305,R,1,2,1.56,1.67,1,2,530416,0,10,0,single,2.0,X,fly_ball,-0.09,2.89
2072,SL,2018-06-13,89.4,656305,R,1,2,0.67,1.48,1,2,530416,0,10,0,strikeout,14.0,S,,1.56,1.67
2073,FF,2018-06-13,97.6,656305,R,0,2,1.55,2.91,1,2,530416,0,10,0,,9.0,S,,0.67,1.48
2074,FF,2018-06-13,97.7,656305,R,0,2,-0.2,3.2,1,2,530416,0,10,0,,12.0,B,,1.55,2.91
