,pitch_type,game_date,release_speed,batter,stand,balls,strikes,plate_x,plate_z,outs_when_up,inning,game_pk,bat_score,fld_score,on_base,prev_events,prev_zone,prev_type,prev_bb_type,prev_plate_x,prev_plate_z
16064,FF,2013-06-11,97.7,474832,L,2,2,0.71,2.55,2,1,347712,0,0,2,,,,,,
16065,FF,2013-06-11,99.6,474832,L,1,2,0.49,3.54,2,1,347712,0,0,2,field_out,6.0,X,popup,0.71,2.55
16066,SI,2013-06-11,97.4,474832,L,1,1,-0.12,2.83,2,1,347712,0,0,2,,12.0,B,,0.49,3.54
16067,FF,2013-06-11,97.9,474832,L,0,1,1.24,2.01,2,1,347712,0,0,2,,5.0,S,,-0.12,2.83
16068,FF,2013-06-11,98.7,474832,L,0,0,0.84,1.53,2,1,347712,0,0,2,,14.0,B,,1.24,2.01
16069,FF,2013-06-11,97.4,452254,R,1,2,-0.25,2.4,2,1,347712,0,0,1,,14.0,S,,0.84,1.53
16070,SL,2013-06-11,86.0,452254,R,0,2,1.6,1.29,2,1,347712,0,0,1,single,5.0,X,ground_ball,-0.25,2.4
16071,SI,2013-06-11,97.6,452254,R,0,1,-0.61,1.76,2,1,347712,0,0,1,,14.0,B,,1.6,1.29
16072,FF,2013-06-11,97.2,452254,R,0,0,0.48,2.58,2,1,347712,0,0,1,,7.0,S,,-0.61,1.76
16073,CH,2013-06-11,87.5,457763,R,0,2,-0.76,2.12,1,1,347712,0,0,1,,6.0,S,,0.48,2.58
16074,FF,2013-06-11,96.4,457763,R,0,1,0.26,2.25,1,1,347712,0,0,1,field_out,4.0,X,fly_ball,-0.76,2.12
16075,FF,2013-06-11,96.5,457763,R,0,0,0.31,1.53,1,1,347712,0,0,1,,8.0,S,,0.26,2.25
16076,FF,2013-06-11,96.9,340192,R,1,1,-0.34,2.09,1,1,347712,0,0,0,,14.0,S,,0.31,1.53
16077,SI,2013-06-11,96.9,340192,R,1,0,0.67,1.63,1,1,347712,0,0,0,single,4.0,X,line_drive,-0.34,2.09
16078,SI,2013-06-11,96.2,340192,R,0,0,-1.16,3.54,1,1,347712,0,0,0,,9.0,S,,0.67,1.63
16079,FF,2013-06-11,100.1,453923,L,0,2,0.12,2.49,0,1,347712,0,0,0,,11.0,B,,-1.16,3.54
16080,FF,2013-06-11,97.2,453923,L,0,1,0.23,2.99,0,1,347712,0,0,0,strikeout,5.0,S,,0.12,2.49
16081,FF,2013-06-11,96.8,453923,L,0,0,-0.22,2.16,0,1,347712,0,0,0,,2.0,S,,0.23,2.99
16048,KC,2013-06-11,83.0,340192,R,0,2,0.19,1.69,2,2,347712,0,0,3,,,,,,
16049,KC,2013-06-11,84.0,340192,R,0,1,-0.59,2.53,2,2,347712,0,0,3,field_out,8.0,X,fly_ball,0.19,1.69
16050,FF,2013-06-11,97.5,340192,R,0,0,0.12,1.83,2,2,347712,0,0,3,,4.0,S,,-0.59,2.53
16051,FF,2013-06-11,98.0,453923,L,0,2,2.18,3.66,2,2,347712,0,0,2,,8.0,S,,0.12,1.83
16052,FF,2013-06-11,98.6,453923,L,0,2,-0.32,2.01,2,2,347712,0,0,2,hit_by_pitch,12.0,B,,2.18,3.66
16053,FF,2013-06-11,99.5,453923,L,0,2,-0.1,1.95,2,2,347712,0,0,2,,7.0,S,,-0.32,2.01
16054,FF,2013-06-11,98.5,453923,L,0,1,0.02,2.77,2,2,347712,0,0,2,,8.0,S,,-0.1,1.95
16055,FF,2013-06-11,97.9,453923,L,0,0,0.42,2.8,2,2,347712,0,0,2,,2.0,S,,0.02,2.77
16056,FF,2013-06-11,96.0,453311,L,1,0,0.63,2.68,1,2,347712,0,0,2,,3.0,S,,0.42,2.8
16057,FF,2013-06-11,95.5,453311,L,0,0,0.92,2.01,1,2,347712,0,0,2,sac_bunt,6.0,X,ground_ball,0.63,2.68
16058,FF,2013-06-11,96.7,435078,R,0,0,-0.25,2.46,1,2,347712,0,0,1,,14.0,B,,0.92,2.01
16059,FF,2013-06-11,98.0,543063,L,0,2,0.69,3.01,0,2,347712,0,0,1,single,5.0,X,ground_ball,-0.25,2.46
16060,CH,2013-06-11,87.4,543063,L,0,1,-0.09,2.52,0,2,347712,0,0,1,field_out,3.0,X,fly_ball,0.69,3.01
16061,FF,2013-06-11,95.6,543063,L,0,0,-0.49,2.81,0,2,347712,0,0,1,,5.0,S,,-0.09,2.52
16062,FF,2013-06-11,94.5,400083,L,0,1,-0.72,2.43,0,2,347712,0,0,0,,4.0,S,,-0.49,2.81
16063,FF,2013-06-11,94.4,400083,L,0,0,0.49,2.15,0,2,347712,0,0,0,single,4.0,X,line_drive,-0.72,2.43
16039,SI,2013-06-11,97.3,474832,L,1,1,-1.02,2.18,2,3,347712,0,2,0,,,,,,
16040,KC,2013-06-11,83.0,474832,L,0,1,-2.07,2.09,2,3,347712,0,2,0,field_out,13.0,X,fly_ball,-1.02,2.18
16041,SI,2013-06-11,96.1,474832,L,0,0,0.43,3.15,2,3,347712,0,2,0,,13.0,B,,-2.07,2.09
16042,KC,2013-06-11,81.5,452254,R,1,2,0.18,2.41,1,3,347712,0,2,0,,3.0,S,,0.43,3.15
16043,FF,2013-06-11,97.4,452254,R,1,2,-1.02,2.79,1,3,347712,0,2,0,field_out,5.0,X,ground_ball,0.18,2.41
16044,KC,2013-06-11,83.9,452254,R,1,1,0.15,1.76,1,3,347712,0,2,0,,11.0,S,,-1.02,2.79
16045,SI,2013-06-11,96.9,452254,R,1,0,-0.68,2.5,1,3,347712,0,2,0,,8.0,S,,0.15,1.76
16046,FF,2013-06-11,96.6,452254,R,0,0,1.58,1.97,1,3,347712,0,2,0,,4.0,S,,-0.68,2.5
16047,FF,2013-06-11,96.1,457763,R,0,0,-0.56,2.02,0,3,347712,0,2,0,,14.0,B,,1.58,1.97
16034,SI,2013-06-11,96.1,435078,R,0,1,-0.78,2.49,2,4,347712,0,2,0,,,,,,
16035,FF,2013-06-11,94.6,435078,R,0,0,0.17,1.6,2,4,347712,0,2,0,field_out,4.0,X,ground_ball,-0.78,2.49
16036,SI,2013-06-11,96.0,543063,L,0,0,-0.1,2.48,1,4,347712,0,2,0,,8.0,S,,0.17,1.6
16037,FF,2013-06-11,95.3,400083,L,1,0,-0.08,1.56,0,4,347712,0,2,0,field_out,5.0,X,ground_ball,-0.1,2.48
16038,FF,2013-06-11,94.2,400083,L,0,0,1.36,2.72,0,4,347712,0,2,0,field_out,8.0,X,ground_ball,-0.08,1.56
16024,KC,2013-06-11,84.2,340192,R,1,1,-0.59,1.83,2,5,347712,0,2,0,,,,,,
16025,FF,2013-06-11,96.4,340192,R,1,0,0.18,1.74,2,5,347712,0,2,0,field_out,7.0,X,ground_ball,-0.59,1.83
16026,KC,2013-06-11,84.5,340192,R,0,0,0.86,1.47,2,5,347712,0,2,0,,8.0,S,,0.18,1.74
16027,SI,2013-06-11,95.5,453923,L,1,0,-0.3,2.35,1,5,347712,0,2,0,,14.0,B,,0.86,1.47
16028,FF,2013-06-11,96.8,453923,L,0,0,0.89,2.4,1,5,347712,0,2,0,field_out,4.0,X,fly_ball,-0.3,2.35
16029,SI,2013-06-11,96.6,453311,L,2,2,-0.79,1.34,0,5,347712,0,2,0,,12.0,B,,0.89,2.4
16030,KC,2013-06-11,83.6,453311,L,1,2,-1.24,2.52,0,5,347712,0,2,0,field_out,13.0,X,ground_ball,-0.79,1.34
16031,FF,2013-06-11,97.6,453311,L,0,2,1.21,3.22,0,5,347712,0,2,0,,11.0,B,,-1.24,2.52
16032,SI,2013-06-11,96.6,453311,L,0,1,0.2,1.85,0,5,347712,0,2,0,,12.0,B,,1.21,3.22
16033,FF,2013-06-11,95.8,453311,L,0,0,0.07,2.87,0,5,347712,0,2,0,,8.0,S,,0.2,1.85
16010,SI,2013-06-11,96.5,474832,L,3,1,0.28,2.16,2,6,347712,0,4,0,,,,,,
16011,FF,2013-06-11,96.0,474832,L,2,1,1.35,1.02,2,6,347712,0,4,0,field_out,9.0,X,ground_ball,0.28,2.16
16012,KC,2013-06-11,83.7,474832,L,1,1,-0.76,0.93,2,6,347712,0,4,0,,14.0,B,,1.35,1.02
16013,KC,2013-06-11,83.5,474832,L,0,1,-1.98,3.74,2,6,347712,0,4,0,,13.0,B,,-0.76,0.93
16014,SI,2013-06-11,96.8,474832,L,0,0,0.6,1.67,2,6,347712,0,4,0,,11.0,B,,-1.98,3.74
16015,FF,2013-06-11,95.5,452254,R,2,1,-0.69,2.34,1,6,347712,0,4,0,,9.0,S,,0.6,1.67
16016,FF,2013-06-11,96.3,452254,R,1,1,0.38,2.27,1,6,347712,0,4,0,field_out,4.0,X,ground_ball,-0.69,2.34
16017,CH,2013-06-11,88.9,452254,R,0,1,1.7,0.57,1,6,347712,0,4,0,,9.0,B,,0.38,2.27
16018,SI,2013-06-11,95.8,452254,R,0,0,-0.9,1.98,1,6,347712,0,4,0,,14.0,B,,1.7,0.57
16019,KC,2013-06-11,83.0,457763,R,2,2,-0.07,0.44,0,6,347712,0,4,0,,13.0,S,,-0.9,1.98
16020,SI,2013-06-11,96.3,457763,R,1,2,-1.47,1.63,0,6,347712,0,4,0,strikeout,13.0,S,,-0.07,0.44
16021,KC,2013-06-11,85.3,457763,R,1,1,0.31,1.62,0,6,347712,0,4,0,,13.0,B,,-1.47,1.63
16022,FF,2013-06-11,95.5,457763,R,1,0,0.27,1.84,0,6,347712,0,4,0,,9.0,S,,0.31,1.62
16023,FF,2013-06-11,97.1,457763,R,0,0,-0.78,1.56,0,6,347712,0,4,0,,8.0,S,,0.27,1.84
16001,FF,2013-06-11,98.7,473234,L,0,1,0.67,2.7,1,7,347712,0,5,2,,,,,,
16002,FF,2013-06-11,97.6,473234,L,0,0,-0.15,2.31,1,7,347712,0,5,2,double,6.0,X,line_drive,0.67,2.7
16003,SI,2013-06-11,97.9,435078,R,0,0,-1.21,1.74,0,7,347712,0,5,2,,5.0,S,,-0.15,2.31
16004,SI,2013-06-11,97.9,543063,L,0,1,-0.73,2.37,0,7,347712,0,5,1,force_out,13.0,X,ground_ball,-1.21,1.74
16005,FF,2013-06-11,97.5,543063,L,0,0,-0.13,2.32,0,7,347712,0,5,1,single,4.0,X,line_drive,-0.73,2.37
16006,SI,2013-06-11,98.1,400083,L,2,1,-0.17,2.12,0,7,347712,0,5,0,,5.0,S,,-0.13,2.32
16007,KC,2013-06-11,86.4,400083,L,1,1,-1.31,2.17,0,7,347712,0,5,0,single,8.0,X,line_drive,-0.17,2.12
16008,FF,2013-06-11,97.6,400083,L,1,0,-0.55,2.83,0,7,347712,0,5,0,,13.0,B,,-1.31,2.17
16009,SI,2013-06-11,98.7,400083,L,0,0,0.71,2.05,0,7,347712,0,5,0,,4.0,S,,-0.55,2.83
15994,FF,2013-06-16,94.8,408236,L,1,0,-0.56,2.43,2,1,347779,0,0,0,,,,,,
15995,FF,2013-06-16,94.8,408236,L,0,0,0.31,1.2,2,1,347779,0,0,0,field_out,4.0,X,fly_ball,-0.56,2.43
15996,FF,2013-06-16,94.3,346857,L,0,0,-0.96,1.73,1,1,347779,0,0,0,,14.0,B,,0.31,1.2
15997,FF,2013-06-16,96.2,435401,L,0,2,-0.74,1.32,0,1,347779,0,0,0,field_out,13.0,X,line_drive,-0.96,1.73
15998,FF,2013-06-16,95.5,435401,L,0,2,-0.02,2.68,0,1,347779,0,0,0,field_out,13.0,X,ground_ball,-0.74,1.32
15999,FF,2013-06-16,96.4,435401,L,0,1,0.37,2.18,0,1,347779,0,0,0,,5.0,S,,-0.02,2.68
16000,FF,2013-06-16,94.3,435401,L,0,0,-0.88,1.85,0,1,347779,0,0,0,,6.0,S,,0.37,2.18
15976,SI,2013-06-16,95.5,458501,R,1,1,-0.63,2.35,2,2,347779,1,2,0,,,,,,
15977,FF,2013-06-16,95.3,458501,R,1,0,-0.24,2.14,2,2,347779,1,2,0,field_out,4.0,X,fly_ball,-0.63,2.35
15978,FF,2013-06-16,97.2,458501,R,0,0,1.19,2.11,2,2,347779,1,2,0,,5.0,S,,-0.24,2.14
15979,FF,2013-06-16,99.2,543148,R,3,2,-0.96,2.43,1,2,347779,0,2,1,,14.0,B,,1.19,2.11
15980,KC,2013-06-16,85.9,543148,R,2,2,-0.69,1.42,1,2,347779,0,2,1,field_out,11.0,X,ground_ball,-0.96,2.43
15981,KC,2013-06-16,84.3,543148,R,1,2,-0.57,0.97,1,2,347779,0,2,1,,7.0,B,,-0.69,1.42
15982,FF,2013-06-16,96.5,543148,R,1,1,-1.23,2.35,1,2,347779,0,2,1,,13.0,B,,-0.57,0.97
15983,FF,2013-06-16,97.7,543148,R,1,0,-0.86,1.84,1,2,347779,0,2,1,,11.0,S,,-1.23,2.35
15984,KC,2013-06-16,84.8,543148,R,0,0,-0.13,0.76,1,2,347779,0,2,1,,13.0,S,,-0.86,1.84
15985,CH,2013-06-16,89.5,444843,L,3,1,-0.92,1.67,0,2,347779,0,2,1,,13.0,B,,-0.13,0.76
15986,FF,2013-06-16,97.6,444843,L,2,1,-1.56,2.34,0,2,347779,0,2,1,field_out,13.0,X,ground_ball,-0.92,1.67
15987,FF,2013-06-16,97.0,444843,L,1,1,0.89,1.86,0,2,347779,0,2,1,,13.0,B,,-1.56,2.34
15988,CH,2013-06-16,88.0,444843,L,1,0,-1.14,1.38,0,2,347779,0,2,1,,14.0,B,,0.89,1.86
15989,FF,2013-06-16,97.2,444843,L,0,0,-0.83,1.17,0,2,347779,0,2,1,,13.0,S,,-1.14,1.38
15990,FF,2013-06-16,97.8,624577,R,1,2,-1.07,2.05,0,2,347779,0,2,0,,13.0,B,,-0.83,1.17
15991,KC,2013-06-16,83.3,624577,R,1,1,0.05,2.05,0,2,347779,0,2,0,single,13.0,X,ground_ball,-1.07,2.05
15992,FF,2013-06-16,94.9,624577,R,1,0,-0.35,2.88,0,2,347779,0,2,0,,8.0,S,,0.05,2.05
15993,SI,2013-06-16,95.7,624577,R,0,0,-1.93,1.85,0,2,347779,0,2,0,,1.0,S,,-0.35,2.88
15963,SI,2013-06-16,96.3,435401,L,3,2,-0.56,1.81,2,3,347779,1,2,0,,,,,,
15964,FF,2013-06-16,98.6,435401,L,2,2,1.95,1.87,2,3,347779,1,2,0,field_out,7.0,X,ground_ball,-0.56,1.81
15965,FF,2013-06-16,98.3,435401,L,2,1,-0.04,2.19,2,3,347779,1,2,0,,14.0,B,,1.95,1.87
15966,KC,2013-06-16,83.7,435401,L,1,1,-1.73,2.62,2,3,347779,1,2,0,,5.0,S,,-0.04,2.19
15967,FF,2013-06-16,97.8,435401,L,0,1,1.18,1.68,2,3,347779,1,2,0,,13.0,B,,-1.73,2.62
15968,SI,2013-06-16,97.1,435401,L,0,0,-0.07,2.1,2,3,347779,1,2,0,,14.0,B,,1.18,1.68
15969,FF,2013-06-16,95.8,425844,R,1,2,-0.26,4.29,1,3,347779,1,2,0,,5.0,S,,-0.07,2.1
15970,FF,2013-06-16,97.8,425844,R,1,2,-0.16,2.47,1,3,347779,1,2,0,strikeout,11.0,S,,-0.26,4.29
15971,KC,2013-06-16,83.7,425844,R,1,2,0.3,2.6,1,3,347779,1,2,0,,5.0,S,,-0.16,2.47
15972,SI,2013-06-16,95.6,425844,R,1,1,-1.73,2.73,1,3,347779,1,2,0,,6.0,S,,0.3,2.6
15973,SI,2013-06-16,94.7,425844,R,1,0,0.09,2.64,1,3,347779,1,2,0,,11.0,S,,-1.73,2.73
15974,FF,2013-06-16,94.5,425844,R,0,0,0.99,2.9,1,3,347779,1,2,0,,5.0,S,,0.09,2.64
15975,FF,2013-06-16,94.1,543008,R,0,0,-0.15,2.96,0,3,347779,1,2,0,,12.0,B,,0.99,2.9
15951,FF,2013-06-16,98.9,543148,R,0,0,-0.85,2.04,1,4,347779,2,2,2,,,,,,
15952,FF,2013-06-16,99.3,444843,L,1,1,0.69,2.94,1,4,347779,1,2,2,grounded_into_double_play,13.0,X,ground_ball,-0.85,2.04
15953,FF,2013-06-16,98.2,444843,L,1,0,0.42,2.02,1,4,347779,1,2,2,single,6.0,X,line_drive,0.69,2.94
15954,CH,2013-06-16,88.5,444843,L,0,0,-1.4,2.9,1,4,347779,1,2,2,,9.0,S,,0.42,2.02
15955,SI,2013-06-16,98.1,624577,R,0,0,-1.21,2.07,1,4,347779,1,2,1,,11.0,B,,-1.4,2.9
15956,CH,2013-06-16,89.2,408236,L,1,0,-0.57,2.95,0,4,347779,1,2,1,single,13.0,X,ground_ball,-1.21,2.07
15957,FF,2013-06-16,97.6,408236,L,0,0,-1.22,2.1,0,4,347779,1,2,1,field_out,4.0,X,fly_ball,-0.57,2.95
15958,CH,2013-06-16,89.6,346857,L,2,2,-0.04,2.15,0,4,347779,1,2,0,,13.0,B,,-1.22,2.1
15959,SI,2013-06-16,98.1,346857,L,2,1,-0.55,1.58,0,4,347779,1,2,0,single,5.0,X,line_drive,-0.04,2.15
15960,FF,2013-06-16,96.5,346857,L,2,0,-0.15,2.07,0,4,347779,1,2,0,,7.0,S,,-0.55,1.58
15961,FF,2013-06-16,97.2,346857,L,1,0,0.62,2.14,0,4,347779,1,2,0,,5.0,S,,-0.15,2.07
15962,FF,2013-06-16,97.4,346857,L,0,0,0.78,2.27,0,4,347779,1,2,0,,6.0,B,,0.62,2.14
15942,FF,2013-06-16,97.7,425844,R,1,1,-1.43,3.06,2,5,347779,2,2,0,,,,,,
15943,SI,2013-06-16,98.9,425844,R,0,1,-2.14,3.17,2,5,347779,2,2,0,field_out,11.0,X,ground_ball,-1.43,3.06
15944,FF,2013-06-16,98.0,425844,R,0,0,0.22,2.94,2,5,347779,2,2,0,,11.0,B,,-2.14,3.17
15945,FF,2013-06-16,97.5,543008,R,1,1,-0.39,2.4,1,5,347779,2,2,0,,2.0,S,,0.22,2.94
15946,SI,2013-06-16,97.1,543008,R,1,0,-0.06,1.41,1,5,347779,2,2,0,field_out,4.0,X,ground_ball,-0.39,2.4
15947,SI,2013-06-16,96.4,543008,R,0,0,-0.35,3.55,1,5,347779,2,2,0,,8.0,S,,-0.06,1.41
15948,KC,2013-06-16,84.0,458501,R,0,2,-0.36,2.16,0,5,347779,2,2,0,,1.0,B,,-0.35,3.55
15949,SI,2013-06-16,95.7,458501,R,0,1,-1.72,1.89,0,5,347779,2,2,0,field_out,4.0,X,fly_ball,-0.36,2.16
15950,FF,2013-06-16,97.1,458501,R,0,0,0.53,2.82,0,5,347779,2,2,0,,13.0,S,,-1.72,1.89
15921,CH,2013-06-16,89.0,444843,L,2,0,-0.5,1.4,2,6,347779,2,5,2,,,,,,
15922,CH,2013-06-16,88.7,444843,L,1,0,-2.63,3.8,2,6,347779,2,5,2,single,13.0,X,ground_ball,-0.5,1.4
15923,SI,2013-06-16,97.9,444843,L,0,0,-0.88,1.11,2,6,347779,2,5,2,,11.0,B,,-2.63,3.8
15924,FF,2013-06-16,99.1,624577,R,3,1,-0.67,2.47,2,6,347779,2,5,1,,13.0,B,,-0.88,1.11
15925,FF,2013-06-16,98.1,624577,R,3,0,-0.2,2.14,2,6,347779,2,5,1,single,4.0,X,line_drive,-0.67,2.47
15926,SI,2013-06-16,97.4,624577,R,2,0,-1.04,1.22,2,6,347779,2,5,1,,5.0,S,,-0.2,2.14
15927,FF,2013-06-16,98.0,624577,R,1,0,1.35,1.76,2,6,347779,2,5,1,,13.0,B,,-1.04,1.22
15928,FF,2013-06-16,99.5,624577,R,0,0,-0.43,0.65,2,6,347779,2,5,1,,14.0,B,,1.35,1.76
15929,FF,2013-06-16,97.9,408236,L,1,0,-0.46,2.33,2,6,347779,2,5,0,,13.0,B,,-0.43,0.65
15930,FF,2013-06-16,98.6,408236,L,0,0,-1.99,2.67,2,6,347779,2,5,0,double,7.0,X,fly_ball,-0.46,2.33
15931,FF,2013-06-16,99.7,346857,L,3,2,0.38,2.4,1,6,347779,2,5,0,,13.0,B,,-1.99,2.67
15932,SI,2013-06-16,98.5,346857,L,3,2,-0.51,2.92,1,6,347779,2,5,0,field_out,6.0,X,fly_ball,0.38,2.4
15933,FF,2013-06-16,98.9,346857,L,2,2,1.76,0.75,1,6,347779,2,5,0,,1.0,S,,-0.51,2.92
15934,SI,2013-06-16,99.0,346857,L,2,2,-0.22,2.23,1,6,347779,2,5,0,,14.0,B,,1.76,0.75
15935,KC,2013-06-16,84.7,346857,L,1,2,0.22,0.56,1,6,347779,2,5,0,,5.0,S,,-0.22,2.23
15936,FF,2013-06-16,97.4,346857,L,0,2,-1.13,2.57,1,6,347779,2,5,0,,14.0,B,,0.22,0.56
15937,SI,2013-06-16,98.2,346857,L,0,2,-0.36,3.24,1,6,347779,2,5,0,,11.0,B,,-1.13,2.57
15938,SL,2013-06-16,86.5,346857,L,0,1,-0.71,1.74,1,6,347779,2,5,0,,11.0,S,,-0.36,3.24
15939,SI,2013-06-16,96.7,346857,L,0,0,-0.76,2.94,1,6,347779,2,5,0,,7.0,S,,-0.71,1.74
15940,FF,2013-06-16,97.2,435401,L,0,1,0.8,2.56,0,6,347779,2,5,0,,1.0,S,,-0.76,2.94
15941,FF,2013-06-16,96.6,435401,L,0,0,-0.44,2.6,0,6,347779,2,5,0,field_out,6.0,X,line_drive,0.8,2.56
15912,SI,2013-06-21,94.0,405395,R,1,2,-1.09,1.99,2,1,347850,0,0,0,,,,,,
15913,FF,2013-06-21,98.2,405395,R,1,1,-1.27,1.94,2,1,347850,0,0,0,strikeout,13.0,S,,-1.09,1.99
15914,FF,2013-06-21,97.0,405395,R,1,0,0.44,3.03,2,1,347850,0,0,0,,13.0,S,,-1.27,1.94
15915,FF,2013-06-21,97.8,405395,R,0,0,0.9,1.51,2,1,347850,0,0,0,,3.0,S,,0.44,3.03
15916,FF,2013-06-21,96.4,545361,R,0,0,-0.18,1.99,1,1,347850,0,0,0,,14.0,B,,0.9,1.51
15917,FF,2013-06-21,99.4,430947,L,1,2,0.54,3.32,0,1,347850,0,0,0,field_out,8.0,X,ground_ball,-0.18,1.99
15918,CH,2013-06-21,89.7,430947,L,0,2,0.99,-0.32,0,1,347850,0,0,0,field_out,3.0,X,popup,0.54,3.32
15919,FF,2013-06-21,97.5,430947,L,0,1,-0.48,1.66,0,1,347850,0,0,0,,14.0,B,,0.99,-0.32
15920,FF,2013-06-21,96.1,430947,L,0,0,0.53,2.67,0,1,347850,0,0,0,,7.0,S,,-0.48,1.66
15899,FF,2013-06-21,95.9,430948,L,3,2,-1.42,1.07,2,2,347850,0,3,0,,,,,,
15900,FF,2013-06-21,101.7,430948,L,2,2,-1.42,2.2,2,2,347850,0,3,0,strikeout,13.0,S,,-1.42,1.07
15901,FF,2013-06-21,96.6,430948,L,2,1,-0.75,1.77,2,2,347850,0,3,0,,13.0,B,,-1.42,2.2
15902,FF,2013-06-21,97.7,430948,L,1,1,1.42,1.4,2,2,347850,0,3,0,,7.0,S,,-0.75,1.77
15903,FF,2013-06-21,98.3,430948,L,0,1,-0.43,0.72,2,2,347850,0,3,0,,14.0,B,,1.42,1.4
15904,FF,2013-06-21,97.5,430948,L,0,0,0.33,2.11,2,2,347850,0,3,0,,13.0,B,,-0.43,0.72
15905,FF,2013-06-21,100.4,435062,R,1,2,-1.04,2.77,1,2,347850,0,3,0,,6.0,S,,0.33,2.11
15906,FF,2013-06-21,100.8,435062,R,1,2,0.34,1.62,1,2,347850,0,3,0,field_out,11.0,X,ground_ball,-1.04,2.77
15907,SL,2013-06-21,91.7,435062,R,1,1,0.39,2.45,1,2,347850,0,3,0,,9.0,S,,0.34,1.62
15908,FF,2013-06-21,98.6,435062,R,1,0,-0.73,1.29,1,2,347850,0,3,0,,6.0,S,,0.39,2.45
15909,FF,2013-06-21,97.1,435062,R,0,0,1.1,2.0,1,2,347850,0,3,0,,13.0,S,,-0.73,1.29
15910,FF,2013-06-21,97.6,444432,R,0,1,-0.32,2.2,0,2,347850,0,3,0,,14.0,B,,1.1,2.0
15911,FF,2013-06-21,95.1,444432,R,0,0,-0.41,3.5,0,2,347850,0,3,0,field_out,7.0,X,line_drive,-0.32,2.2
15883,FF,2013-06-21,96.1,545361,R,0,1,-1.07,1.84,2,3,347850,0,3,2,,,,,,
15884,FF,2013-06-21,100.8,545361,R,0,0,-0.58,1.8,2,3,347850,0,3,2,field_out,13.0,X,fly_ball,-1.07,1.84
15885,FF,2013-06-21,99.0,430947,L,1,0,-0.11,2.23,1,3,347850,0,3,2,,7.0,S,,-0.58,1.8
15886,FF,2013-06-21,100.8,430947,L,0,0,1.32,1.24,1,3,347850,0,3,2,field_out,5.0,X,fly_ball,-0.11,2.23
15887,FF,2013-06-21,98.2,488721,R,0,0,-0.95,3.11,1,3,347850,0,3,1,,14.0,B,,1.32,1.24
15888,FF,2013-06-21,99.5,474233,L,3,2,-1.43,2.17,1,3,347850,0,3,0,single,11.0,X,line_drive,-0.95,3.11
15889,FF,2013-06-21,100.8,474233,L,3,2,0.31,2.72,1,3,347850,0,3,0,single,13.0,X,ground_ball,-1.43,2.17
15890,FF,2013-06-21,96.6,474233,L,2,2,0.9,2.58,1,3,347850,0,3,0,,6.0,S,,0.31,2.72
15891,FF,2013-06-21,98.8,474233,L,1,2,0.36,3.67,1,3,347850,0,3,0,,12.0,B,,0.9,2.58
15892,FF,2013-06-21,96.9,474233,L,1,1,0.11,2.29,1,3,347850,0,3,0,,12.0,B,,0.36,3.67
15893,FF,2013-06-21,96.7,474233,L,0,1,0.53,0.72,1,3,347850,0,3,0,,5.0,S,,0.11,2.29
15894,FF,2013-06-21,97.5,474233,L,0,0,-0.67,1.66,1,3,347850,0,3,0,,14.0,B,,0.53,0.72
15895,FF,2013-06-21,98.1,425547,L,2,1,-1.06,3.39,0,3,347850,0,3,0,,7.0,S,,-0.67,1.66
15896,FF,2013-06-21,95.2,425547,L,1,1,0.53,3.8,0,3,347850,0,3,0,field_out,11.0,X,ground_ball,-1.06,3.39
15897,FF,2013-06-21,98.9,425547,L,0,1,0.76,3.28,0,3,347850,0,3,0,,3.0,B,,0.53,3.8
15898,FF,2013-06-21,97.4,425547,L,0,0,-0.37,4.12,0,3,347850,0,3,0,,3.0,B,,0.76,3.28
15870,SL,2013-06-21,91.2,435062,R,0,1,0.85,2.54,2,4,347850,0,4,0,,,,,,
15871,FF,2013-06-21,98.3,435062,R,0,0,0.02,2.82,2,4,347850,0,4,0,field_out,12.0,X,ground_ball,0.85,2.54
15872,FF,2013-06-21,95.4,444432,R,3,2,-0.34,2.13,1,4,347850,0,4,0,,5.0,S,,0.02,2.82
15873,FF,2013-06-21,94.7,444432,R,2,2,1.14,1.15,1,4,347850,0,4,0,field_out,7.0,X,ground_ball,-0.34,2.13
15874,FF,2013-06-21,100.8,444432,R,1,2,-0.6,1.29,1,4,347850,0,4,0,,14.0,B,,1.14,1.15
15875,SL,2013-06-21,89.7,444432,R,0,2,1.44,1.87,1,4,347850,0,4,0,,13.0,B,,-0.6,1.29
15876,FF,2013-06-21,99.3,444432,R,0,1,-0.15,2.61,1,4,347850,0,4,0,,14.0,B,,1.44,1.87
15877,SL,2013-06-21,90.8,444432,R,0,0,0.27,1.56,1,4,347850,0,4,0,,5.0,S,,-0.15,2.61
15878,SL,2013-06-21,92.3,405395,R,2,2,1.09,1.52,0,4,347850,0,4,0,,14.0,S,,0.27,1.56
15879,KC,2013-06-21,84.4,405395,R,2,1,-0.19,2.04,0,4,347850,0,4,0,strikeout,14.0,S,,1.09,1.52
15880,FF,2013-06-21,96.4,405395,R,1,1,-2.49,2.97,0,4,347850,0,4,0,,8.0,S,,-0.19,2.04
15881,FF,2013-06-21,98.3,405395,R,0,1,1.45,2.68,0,4,347850,0,4,0,,11.0,B,,-2.49,2.97
15882,KC,2013-06-21,82.3,405395,R,0,0,-0.44,2.1,0,4,347850,0,4,0,,12.0,B,,1.45,2.68
